firstName,total,female,male,prFemale
Carlolof,1,0,1,0.0
Güler,6,6,0,1.0
Jusuf,1,0,1,0.0
Wiola,1,1,0,1.0
Julieta,2,2,0,1.0
Aimo,2,0,2,0.0
Kurt,414,0,414,0.0
Fred,100,0,100,0.0
Britta,135,135,0,1.0
EmmaCharlotta,1,1,0,1.0
Sing-Britt,2,2,0,1.0
Mirjam,20,20,0,1.0
Thisbe,1,1,0,1.0
Virginia,1,1,0,1.0
Kafi,8,0,8,0.0
Randal,1,0,1,0.0
Bengt-Åke,29,0,29,0.0
Kinga,2,2,0,1.0
Hanz,1,0,1,0.0
Vibeke,4,4,0,1.0
Gunnarsson,1,0,1,0.0
Gunn-Britt,3,3,0,1.0
Mi,9,9,0,1.0
Erin,1,1,0,1.0
Isam,4,0,4,0.0
Caisa,24,24,0,1.0
Marijo,1,0,1,0.0
Per-Eric,24,0,24,0.0
Niilo,1,0,1,0.0
Leo,79,0,79,0.0
Roswitha,1,1,0,1.0
Anne-Charlotte,26,26,0,1.0
Atanasia,8,8,0,1.0
Mauritz,13,0,13,0.0
Chris,23,14,9,0.6086956521739131
Luljeta,2,2,0,1.0
Eva-Mari,1,1,0,1.0
Ambjörn,5,0,5,0.0
Emmely,3,3,0,1.0
Kalev,5,0,5,0.0
AnnaLena,3,3,0,1.0
Elis,3,0,3,0.0
Tetyana,1,1,0,1.0
Bawer,13,0,13,0.0
Kjell-David,1,0,1,0.0
Andrzej,10,0,10,0.0
Jean-Francois,8,0,8,0.0
Parvane,8,8,0,1.0
Herdis,2,2,0,1.0
Harjan,1,0,1,0.0
Aleksander,21,0,21,0.0
Yoav,13,0,13,0.0
Sigberth,1,0,1,0.0
Ingebert,1,0,1,0.0
Ingabrit,2,2,0,1.0
Shadrach,1,0,1,0.0
Gürcan,5,0,5,0.0
Ann-Magret,1,1,0,1.0
Soheila,2,2,0,1.0
Ingrid,900,900,0,1.0
Lisl,2,2,0,1.0
Abebe,6,0,6,0.0
Jan,2375,0,2375,0.0
Marian,19,19,0,1.0
Viveca,43,43,0,1.0
Lars,3463,0,3463,0.0
Hamed,2,0,2,0.0
Hilja,2,2,0,1.0
Sonny,43,0,43,0.0
Bert,93,0,93,0.0
Patricio,6,0,6,0.0
Thèrése,2,2,0,1.0
Melek,5,0,5,0.0
Lars-Eric,38,0,38,0.0
Swea,1,1,0,1.0
Roja,9,9,0,1.0
Muhamet,3,0,3,0.0
Brittmarie,4,4,0,1.0
Revocatus,1,0,1,0.0
Bengt-Ivar,12,0,12,0.0
Mårten,125,0,125,0.0
Adel,2,0,2,0.0
Alireza,10,0,10,0.0
Geerth,4,0,4,0.0
Shida,1,1,0,1.0
Sven-Axel,1,0,1,0.0
Mailis,13,13,0,1.0
Liil,2,2,0,1.0
Ann-Margarethe,10,10,0,1.0
Gerth,45,0,45,0.0
Per-Ewert,7,0,7,0.0
Carlo,2,0,2,0.0
Teodor,3,0,3,0.0
Sigurd,16,0,16,0.0
Kambiz,9,0,9,0.0
Janos,1,0,1,0.0
Clarrie,5,5,0,1.0
ViviAnne,2,2,0,1.0
Caspar,7,0,7,0.0
Ricken,1,1,0,1.0
Ianthe,10,10,0,1.0
Ardis,1,1,0,1.0
Whille,1,0,1,0.0
Pyret,2,2,0,1.0
Sahbi,2,0,2,0.0
Teuta,1,1,0,1.0
Nadia,43,43,0,1.0
Gabor,8,0,8,0.0
Riccardo,13,0,13,0.0
Irada,10,10,0,1.0
Eta,1,1,0,1.0
Ann-Lis,1,1,0,1.0
Annamaria,6,6,0,1.0
BirGitta,1,1,0,1.0
Bo-Ivar,1,0,1,0.0
Eivy,6,6,0,1.0
Fredd,4,0,4,0.0
Naeimy,7,7,0,1.0
Silvana,5,5,0,1.0
Viviann,10,10,0,1.0
Shamiram,4,4,0,1.0
Frode,10,0,10,0.0
Auri,2,2,0,1.0
Lill,25,25,0,1.0
Nanna,31,31,0,1.0
Antonella,16,16,0,1.0
Emre,2,0,2,0.0
Winnie,3,3,0,1.0
Jessi,3,3,0,1.0
Jeanine,1,1,0,1.0
Gabryjel,5,0,5,0.0
Gull-Inger,2,2,0,1.0
Kalle,149,0,149,0.0
Tuija,17,17,0,1.0
Karl-Egon,1,0,1,0.0
Nettan,1,1,0,1.0
Clas-Åke,7,0,7,0.0
Tamara,4,4,0,1.0
Alda,7,7,0,1.0
Nahid,3,3,0,1.0
Arzu,2,2,0,1.0
Carl-Bertil,9,0,9,0.0
Sven-Olof,141,0,141,0.0
Sidney,2,0,2,0.0
Karl-Axel,24,0,24,0.0
Maylie,2,2,0,1.0
Thorvald,2,0,2,0.0
Sören,327,0,327,0.0
Elisa,1,1,0,1.0
Susannah,2,2,0,1.0
Kaijsa,2,2,0,1.0
Victor,120,0,120,0.0
Lis,35,35,0,1.0
Katarzyna,3,3,0,1.0
Fouad,5,0,5,0.0
Stephan,58,0,58,0.0
Cyrus,40,0,40,0.0
Ingrid-Märta,1,1,0,1.0
Mariah,2,2,0,1.0
Etina,7,7,0,1.0
Bengt-,4,0,4,0.0
Aija,2,2,0,1.0
Nazanin,6,6,0,1.0
Konrad,31,0,31,0.0
Sven-Gunnar,24,0,24,0.0
Hars,1,0,1,0.0
Nanny,9,9,0,1.0
Arnold,165,0,165,0.0
Pernilla,258,258,0,1.0
Frey,1,0,1,0.0
Ezzedine,2,0,2,0.0
Seppo,21,0,21,0.0
Stig-Olov,7,0,7,0.0
James,31,0,31,0.0
Johnny,471,0,471,0.0
Tiina,5,5,0,1.0
Karl-Otto,25,0,25,0.0
Anthony,5,0,5,0.0
Ewelina,30,30,0,1.0
Dick,104,0,104,0.0
Clarita,3,3,0,1.0
Bength-Göran,8,0,8,0.0
Rigo,8,0,8,0.0
Pergunnar,2,0,2,0.0
Napoleon,1,0,1,0.0
Truus,1,1,0,1.0
Stefan,1544,0,1544,0.0
Gun-Maj,3,3,0,1.0
Wiktor,4,0,4,0.0
Marcel,2,0,2,0.0
Eigil,1,0,1,0.0
Gun-Britt,105,105,0,1.0
Anne-Lise,1,1,0,1.0
John-Arne,1,0,1,0.0
Myunghee,3,3,0,1.0
Elsa-Lena,5,5,0,1.0
Tyra,6,6,0,1.0
Anna-Eva,4,4,0,1.0
Edvin,55,0,55,0.0
Curt-Åke,20,0,20,0.0
Åse-Marie,2,2,0,1.0
Maj-Inger,4,4,0,1.0
May-Brith,1,1,0,1.0
Steffen,6,0,6,0.0
Antero,1,0,1,0.0
Carl-Oskar,5,0,5,0.0
Khalid,2,0,2,0.0
Lisen,15,15,0,1.0
Sefkan,2,0,2,0.0
Sam,24,0,24,0.0
Gunilla,1092,1092,0,1.0
Alfio,3,0,3,0.0
Bilal,2,0,2,0.0
Ralf,38,0,38,0.0
Silke,5,5,0,1.0
Sanny,2,0,2,0.0
Olle-Bo,2,0,2,0.0
Tryggve,13,0,13,0.0
Ernad,3,0,3,0.0
Vivian,12,12,0,1.0
Kew,2,0,2,0.0
Pär-Erik,3,0,3,0.0
Pål,19,0,19,0.0
Andrej,1,0,1,0.0
Sture,195,0,195,0.0
Monica,951,951,0,1.0
Talvi,4,4,0,1.0
Mouloud,2,0,2,0.0
Björnerik,1,0,1,0.0
Markko,5,0,5,0.0
Tuve,3,0,3,0.0
Hellin,2,2,0,1.0
Michal,12,0,12,0.0
Rahima,3,3,0,1.0
Vanusia,8,8,0,1.0
Terence,11,0,11,0.0
Wania,1,1,0,1.0
Senad,1,0,1,0.0
Raino,4,0,4,0.0
May,19,19,0,1.0
Claes-Eric,1,0,1,0.0
Mases,1,0,1,0.0
Monia,33,33,0,1.0
Mihkel,37,0,37,0.0
Kerry,2,0,2,0.0
Jouko,1,0,1,0.0
Parvin,9,9,0,1.0
Baldur,6,0,6,0.0
Malak,2,0,2,0.0
Gunnel,433,433,0,1.0
Karl-Henrik,10,0,10,0.0
Adam,113,0,113,0.0
Hampus,82,0,82,0.0
Yasmine,14,14,0,1.0
Alling,1,0,1,0.0
Alf-Magnus,1,0,1,0.0
Lenah,3,3,0,1.0
Jolanta,13,13,0,1.0
AnnKristin,7,7,0,1.0
Jackob,2,0,2,0.0
Gillis,12,0,12,0.0
Taisir,3,0,3,0.0
Göte,167,0,167,0.0
Marta-Lena,7,7,0,1.0
Bernt-Erik,12,0,12,0.0
Meskat,12,0,12,0.0
Amalia,3,3,0,1.0
Kahin,13,0,13,0.0
Amineh,4,4,0,1.0
Thorwald,22,0,22,0.0
Malene,3,3,0,1.0
Niki,2,0,2,0.0
Agnes,22,22,0,1.0
Hiwet,4,4,0,1.0
Eira,12,12,0,1.0
IngaLill,1,1,0,1.0
Annemo,1,1,0,1.0
Bendigt,5,5,0,1.0
Sebastian,352,0,352,0.0
Catherine,48,48,0,1.0
Nebi,12,0,12,0.0
Lis-Lott,1,1,0,1.0
Aggi,2,2,0,1.0
Hatige,1,1,0,1.0
Evalott,1,1,0,1.0
Criss,7,7,0,1.0
Runa-Britt,2,2,0,1.0
Rodney,10,0,10,0.0
Fermesk,4,4,0,1.0
Abdul,13,0,13,0.0
HG,1,0,1,0.0
Lars-Jonny,8,0,8,0.0
Jonna,20,20,0,1.0
Vilgoth,1,0,1,0.0
Mayvor,8,8,0,1.0
Ariano,12,0,12,0.0
Marie-Helena,144,144,0,1.0
Karl-Johan,57,0,57,0.0
Brittmari,2,2,0,1.0
Abbas,35,0,35,0.0
Vali,1,0,1,0.0
Bertzy,1,1,0,1.0
Henrik,762,0,762,0.0
Sarah,255,255,0,1.0
Kurre,1,0,1,0.0
Nermina,3,3,0,1.0
Siyamak,2,0,2,0.0
Rosanna,3,3,0,1.0
Märith,6,6,0,1.0
Carlitos,1,0,1,0.0
Gitte,1,1,0,1.0
Jamie,5,5,0,1.0
Tonka,3,3,0,1.0
Gottfrid,2,0,2,0.0
Jean-Louis,2,0,2,0.0
Nawsad,2,0,2,0.0
Sven-Gösta,1,0,1,0.0
Bedrija,1,1,0,1.0
Ricardo,35,0,35,0.0
Tina,151,151,0,1.0
Zebastian,2,0,2,0.0
Tine,6,6,0,1.0
Nikolaj,18,0,18,0.0
Bevan,8,0,8,0.0
Maalin,6,6,0,1.0
Rolf-Arne,1,0,1,0.0
Idoff,1,0,1,0.0
Carola,77,77,0,1.0
Anéa,3,3,0,1.0
Sven-Olov,50,0,50,0.0
Frankie,1,0,1,0.0
Karine,2,2,0,1.0
Hana,18,18,0,1.0
Svante,156,0,156,0.0
Alem,3,0,3,0.0
Liselotte,73,73,0,1.0
Elaine,12,12,0,1.0
Grim,2,0,2,0.0
Zymer,2,0,2,0.0
Naser,19,0,19,0.0
Per-Ivar,42,0,42,0.0
Katinka,4,4,0,1.0
Nick,10,0,10,0.0
Kata,6,6,0,1.0
Stanislav,3,0,3,0.0
Rudolf,8,0,8,0.0
Mikulas,1,0,1,0.0
Annie,35,35,0,1.0
Mohibul,16,0,16,0.0
Helly,3,3,0,1.0
Blenda,4,4,0,1.0
Senada,2,2,0,1.0
Per-Everth,1,0,1,0.0
BoAnders,1,0,1,0.0
Katherine,2,2,0,1.0
Sirage,4,0,4,0.0
Rosette,1,1,0,1.0
Serif,1,0,1,0.0
Katharina,19,19,0,1.0
Jarl,69,0,69,0.0
Gun-Lis,2,2,0,1.0
Mirza,4,0,4,0.0
Ludvig,12,0,12,0.0
Mushier,1,0,1,0.0
Per-Gunnar,41,0,41,0.0
Myrthel,7,7,0,1.0
Birgitte,4,4,0,1.0
Nikola,15,0,15,0.0
Kornelia,5,5,0,1.0
Ruth-Marie,1,1,0,1.0
Azar,7,7,0,1.0
Bength,1,0,1,0.0
Jimmie,132,0,132,0.0
Nihada,1,1,0,1.0
Annita,7,7,0,1.0
Solwej,1,1,0,1.0
Hugo,66,0,66,0.0
Siwert,1,0,1,0.0
Mulham,3,0,3,0.0
Joaquina,1,1,0,1.0
Julie,5,5,0,1.0
P-O,7,0,7,0.0
Catja,2,2,0,1.0
Izza,1,0,1,0.0
Lissie,1,1,0,1.0
Nazli,12,12,0,1.0
Niklas,364,0,364,0.0
Seved,9,0,9,0.0
Tonny,10,0,10,0.0
Leandro,2,0,2,0.0
Wolfgang,8,0,8,0.0
Synnöve,2,2,0,1.0
Helli,2,2,0,1.0
Ingvild,3,3,0,1.0
Zia,1,0,1,0.0
Julija,6,6,0,1.0
Mina,5,5,0,1.0
Iman,2,2,0,1.0
Raza,2,2,0,1.0
Irja,18,18,0,1.0
Mehmed,3,0,3,0.0
Stanislaw,7,0,7,0.0
Ruthine,2,2,0,1.0
Gjertrud,1,1,0,1.0
Annagreta,2,2,0,1.0
Djelil,2,0,2,0.0
Anett,3,3,0,1.0
Kijan,3,3,0,1.0
Ejup,2,0,2,0.0
Phillip,3,0,3,0.0
Märit,15,15,0,1.0
Lars-Olle,3,0,3,0.0
Aboud,2,0,2,0.0
Afrim,1,0,1,0.0
Rike,1,0,1,0.0
Valentina,20,20,0,1.0
Armand,1,0,1,0.0
Eie,6,0,6,0.0
Bengt-Eric,9,0,9,0.0
Anna-Maj,1,1,0,1.0
Ulla-Beth,5,5,0,1.0
Carl-Magnus,15,0,15,0.0
Emmanuel,12,0,12,0.0
Asieh,4,4,0,1.0
Robert,750,0,750,0.0
Lucia,50,50,0,1.0
Stein,1,0,1,0.0
Petra,330,330,0,1.0
Britha,1,1,0,1.0
Marjetta,1,1,0,1.0
Pär-Inge,4,0,4,0.0
Mehran,1,0,1,0.0
Annacarin,20,20,0,1.0
Eva-Mi,1,1,0,1.0
Bouchra,2,2,0,1.0
Morgan,140,0,140,0.0
Jean,45,3,42,0.06666666666666667
Hjördis,34,34,0,1.0
Jan-Olov,46,0,46,0.0
Per-Martin,9,0,9,0.0
Crister,20,0,20,0.0
Tone,4,4,0,1.0
Alvaro,3,0,3,0.0
Matias,8,0,8,0.0
Achmed,2,0,2,0.0
Lillian,19,19,0,1.0
Gabrijela,1,1,0,1.0
Rahifé,2,2,0,1.0
Nouri,2,0,2,0.0
Evin,7,7,0,1.0
Sol-Britt,3,3,0,1.0
Per-Olov,40,0,40,0.0
Marie,995,995,0,1.0
Bill,42,0,42,0.0
Leine,7,0,7,0.0
Lasse,143,0,143,0.0
Preben,23,0,23,0.0
Bror-Tommy,22,0,22,0.0
Elsie-Marie,5,5,0,1.0
Anne-May,1,1,0,1.0
Arnela,2,2,0,1.0
Jytte,11,11,0,1.0
Birgittha,8,8,0,1.0
Lovisa,41,41,0,1.0
Béatrice,2,2,0,1.0
Migelle,7,0,7,0.0
Irina,33,33,0,1.0
Såma,1,1,0,1.0
Mani,3,0,3,0.0
Nils-Arne,7,0,7,0.0
Brittsiv,2,2,0,1.0
Christer,1288,0,1288,0.0
Lorents,2,0,2,0.0
Romeo,4,0,4,0.0
Torben,39,0,39,0.0
Naita,1,1,0,1.0
Yonnie,1,1,0,1.0
Kent-Olov,1,0,1,0.0
Ulla-Birgitta,1,1,0,1.0
Bassam,2,0,2,0.0
Sune,233,0,233,0.0
Jahja,4,0,4,0.0
Abdolhossein,2,0,2,0.0
Andrea,38,31,7,0.8157894736842105
Vivi-Ann,6,6,0,1.0
Hatun,7,7,0,1.0
Ann-Christin,183,183,0,1.0
Clifford,1,0,1,0.0
Fehret,4,0,4,0.0
Roya,43,43,0,1.0
Francisco,12,0,12,0.0
Majvi,15,15,0,1.0
Jorma,2,0,2,0.0
Micha,9,0,9,0.0
Jan-Eric,40,0,40,0.0
Efkan,2,0,2,0.0
Loretta,2,2,0,1.0
Emperatriz,2,2,0,1.0
Sandor,14,0,14,0.0
Terezija,2,2,0,1.0
Fritz,9,0,9,0.0
Hadi,4,0,4,0.0
Anjelica,4,4,0,1.0
Nils-Fredrik,3,0,3,0.0
Julio,4,0,4,0.0
Pietro,15,0,15,0.0
Djoan,2,2,0,1.0
Annicka,59,59,0,1.0
Awara,4,0,4,0.0
Anna-Caren,2,2,0,1.0
Rahim,2,0,2,0.0
Aliki,1,1,0,1.0
Torkel,8,0,8,0.0
Maka,2,2,0,1.0
Moniqa,1,1,0,1.0
Samim,2,0,2,0.0
AnneMari,1,1,0,1.0
Borcic,2,0,2,0.0
Hamide,2,2,0,1.0
Mari-Ann,6,6,0,1.0
Weikko,1,0,1,0.0
Bruno,103,0,103,0.0
Vega,1,1,0,1.0
Indranie,4,4,0,1.0
Thelma,4,4,0,1.0
Norma,15,15,0,1.0
Karlolof,7,0,7,0.0
Resad,8,0,8,0.0
Bengt-Lennart,9,0,9,0.0
Eije,5,0,5,0.0
Ayse,2,2,0,1.0
Björn-Inge,2,0,2,0.0
Federico,1,0,1,0.0
Eric,196,0,196,0.0
Asli,4,4,0,1.0
Jannicke,26,26,0,1.0
Claes-Uno,5,0,5,0.0
Stig-Åke,4,0,4,0.0
Ladislav,2,0,2,0.0
Ahmed,47,0,47,0.0
Abdulkadir,22,0,22,0.0
Per-Egon,1,0,1,0.0
Henric,30,0,30,0.0
Ulla-Maj,6,6,0,1.0
Pell-Uno,8,0,8,0.0
Mats-Uno,2,0,2,0.0
Sarmad,3,0,3,0.0
Arijana,1,1,0,1.0
Lesly,2,2,0,1.0
Sarkis,3,0,3,0.0
Alinda,3,3,0,1.0
Ababacarr,6,0,6,0.0
Gulvayar,1,1,0,1.0
Noomi,22,22,0,1.0
Montaser,3,0,3,0.0
Göthe,5,0,5,0.0
Ulla-Britta,2,2,0,1.0
Gregor,9,0,9,0.0
Ginn,2,2,0,1.0
Carolin,6,6,0,1.0
Raouf,2,0,2,0.0
Mathias,169,0,169,0.0
Tatjana,1,1,0,1.0
Joar,8,0,8,0.0
Inga-Stina,8,8,0,1.0
Payam,3,0,3,0.0
Saimi,1,1,0,1.0
Tifa,1,1,0,1.0
Pia-Lill,1,1,0,1.0
Micke,4,0,4,0.0
Kadem,1,0,1,0.0
Sanna,154,154,0,1.0
Sigbrit,12,12,0,1.0
Zabhina,3,3,0,1.0
Gulnar,4,4,0,1.0
Eva-Marie,21,21,0,1.0
Gun-Inger,9,9,0,1.0
Ben-Alve,1,0,1,0.0
Gerty,12,12,0,1.0
Namik,1,0,1,0.0
Algot,1,0,1,0.0
Royce,12,0,12,0.0
Anowar,3,0,3,0.0
Reidor,2,0,2,0.0
Berivan,2,2,0,1.0
Per-Erik,103,0,103,0.0
Kent-Olof,5,0,5,0.0
Virpi,47,47,0,1.0
Fatime,3,3,0,1.0
Arja,18,18,0,1.0
Pieternella,1,1,0,1.0
Fazil,2,0,2,0.0
Wais,3,0,3,0.0
Rubin,1,0,1,0.0
Madeléne,16,16,0,1.0
Falco,9,0,9,0.0
Cilla,2,2,0,1.0
Ingridh,6,6,0,1.0
Sulev,1,0,1,0.0
Zelal,12,12,0,1.0
Lilli-Ann,2,2,0,1.0
Orlando,4,0,4,0.0
Sabina,46,46,0,1.0
Nille,32,0,32,0.0
Dorothy,11,11,0,1.0
Lorita,1,1,0,1.0
Svenne,1,0,1,0.0
Rainer,8,0,8,0.0
Ingmari,12,12,0,1.0
Fardin,7,0,7,0.0
Odet,1,1,0,1.0
Gunlis,2,2,0,1.0
El-Hawari,1,0,1,0.0
Acko,12,9,3,0.75
Nevrie,6,6,0,1.0
Emmy,10,10,0,1.0
Louisa,4,4,0,1.0
MaiBritt,2,2,0,1.0
Brodde,2,0,2,0.0
La,6,6,0,1.0
Sherif,2,0,2,0.0
Arild,8,0,8,0.0
Mohammed,33,0,33,0.0
Mirian,34,34,0,1.0
Riitta-Liisa,2,2,0,1.0
Jihad,4,0,4,0.0
Angelie,1,1,0,1.0
Gerrit,9,0,9,0.0
Pirjo,52,52,0,1.0
Torbritt,1,1,0,1.0
Madeleine,270,270,0,1.0
Thor-Björn,3,0,3,0.0
Isa-Susanne,1,1,0,1.0
Mona,366,366,0,1.0
Solfrid,2,2,0,1.0
Mirzet,4,0,4,0.0
Thobias,8,0,8,0.0
Dobrivoje,1,0,1,0.0
Svenny,8,0,8,0.0
Efat,5,5,0,1.0
Ingbritt,58,58,0,1.0
Marcelo,4,0,4,0.0
Curt,153,0,153,0.0
Qalinle,4,0,4,0.0
Nafi,2,0,2,0.0
Antoine,3,0,3,0.0
Ulla-Stina,6,6,0,1.0
Tero,1,0,1,0.0
Nazmiye,3,3,0,1.0
Tara,10,10,0,1.0
Malkiat,2,0,2,0.0
Veera,153,153,0,1.0
Irène,4,4,0,1.0
Mae,1,1,0,1.0
Sameer,4,0,4,0.0
Olah,2,0,2,0.0
Sahir,15,0,15,0.0
Göran,1536,0,1536,0.0
Whashin,1,1,0,1.0
Micael,64,0,64,0.0
Ivana,4,4,0,1.0
Hélène,14,14,0,1.0
Wolmar,5,0,5,0.0
Jarmo,7,3,4,0.42857142857142855
Ulla-Maja,3,3,0,1.0
Anki,46,46,0,1.0
Milad,2,0,2,0.0
Sindet,4,4,0,1.0
Thorsten,29,0,29,0.0
Britt-Mari,50,50,0,1.0
Wailith,2,2,0,1.0
Maikel,2,0,2,0.0
Galina,19,19,0,1.0
Haakon,1,0,1,0.0
Flerida,2,2,0,1.0
Gun,485,485,0,1.0
Anny,3,3,0,1.0
Gusten,2,0,2,0.0
Mauricio,4,0,4,0.0
Sven,845,0,845,0.0
Solvig,12,12,0,1.0
Abubakr,1,0,1,0.0
Zehaie,2,0,2,0.0
Majeed,1,0,1,0.0
Claës-L,6,0,6,0.0
Pål-Örjan,1,0,1,0.0
Gyny,3,3,0,1.0
Signar,2,0,2,0.0
Ljabinot,2,0,2,0.0
Fia,2,2,0,1.0
Liv,20,20,0,1.0
Andréa,12,12,0,1.0
Anna-Kay,1,1,0,1.0
Ariane,6,6,0,1.0
Ingun,2,2,0,1.0
Hamrin,2,2,0,1.0
Ruth,74,74,0,1.0
Per-Johan,13,0,13,0.0
Björg,14,14,0,1.0
Brusk,2,0,2,0.0
Hind,4,4,0,1.0
Hannah,61,61,0,1.0
Lars-Gustaf,3,0,3,0.0
Sylve,3,0,3,0.0
Jan-Åke,141,0,141,0.0
Steve,9,0,9,0.0
Valeria,9,9,0,1.0
Lars-Håkan,9,0,9,0.0
Cattis,1,1,0,1.0
Ulrika,646,646,0,1.0
Verena,1,1,0,1.0
Aliyev,1,0,1,0.0
Lotta,402,402,0,1.0
Ruben,12,0,12,0.0
Albulena,1,1,0,1.0
Iwan,2,0,2,0.0
Bengt-Gustaf,2,0,2,0.0
Jiri,4,0,4,0.0
Kelly,3,3,0,1.0
Marléne,15,15,0,1.0
Rein,9,0,9,0.0
Arvo,10,0,10,0.0
Eliisa,16,16,0,1.0
Jan-Ebbe,1,0,1,0.0
Roni,1,0,1,0.0
Peter-Jörgen,1,0,1,0.0
Rebecka,107,107,0,1.0
Heidi,41,41,0,1.0
Tarmo,2,0,2,0.0
Mats-Erik,3,0,3,0.0
Larisa,2,2,0,1.0
Qarina,2,2,0,1.0
Elwira,1,1,0,1.0
Paulina,52,52,0,1.0
Kitty,8,8,0,1.0
Per-Åke,75,0,75,0.0
Karl-Eric,3,0,3,0.0
Hagart,1,0,1,0.0
Zehra,1,1,0,1.0
Ulrike,6,6,0,1.0
Pamela,32,32,0,1.0
Maxwell,2,0,2,0.0
Paul,348,0,348,0.0
Nils-Bertil,9,0,9,0.0
Teresa,11,11,0,1.0
Amela,9,9,0,1.0
Elek,3,0,3,0.0
Fayez,2,0,2,0.0
Jon,218,0,218,0.0
Farrokh,6,0,6,0.0
Kåre,5,0,5,0.0
Janette,12,12,0,1.0
Maths,16,0,16,0.0
Amy,5,5,0,1.0
Ann-Charlotte,172,172,0,1.0
Bahaddin,2,0,2,0.0
Björn-Erik,4,0,4,0.0
Andres,5,0,5,0.0
Moradi,3,3,0,1.0
Sven-Roland,7,0,7,0.0
Somayeh,4,4,0,1.0
Parwana,1,1,0,1.0
Ing-Britt,59,59,0,1.0
Clarry,1,1,0,1.0
Gabriela,8,8,0,1.0
Sandrina,2,2,0,1.0
Uuno,6,0,6,0.0
Alice,35,35,0,1.0
Sölve,9,0,9,0.0
Ricard,11,0,11,0.0
Natasa,3,3,0,1.0
Adéle,4,4,0,1.0
Palle,3,0,3,0.0
Tommie,43,0,43,0.0
Eva-Kristina,7,7,0,1.0
Swapna,14,14,0,1.0
Per-Enar,7,0,7,0.0
Muntazar,1,0,1,0.0
Desirée,13,13,0,1.0
Gustaf,167,0,167,0.0
Kurt-Erik,1,0,1,0.0
Monique,15,15,0,1.0
Lise,29,29,0,1.0
June,7,7,0,1.0
Edin,1,0,1,0.0
Hajrudin,7,0,7,0.0
Henryk,1,0,1,0.0
Abit,6,0,6,0.0
Filippa,27,27,0,1.0
Olame,1,1,0,1.0
Mahari,3,0,3,0.0
Auli,1,1,0,1.0
Wiwiann,7,7,0,1.0
Bengt-Göran,50,0,50,0.0
Myr,7,0,7,0.0
Knut-Arne,2,0,2,0.0
Waldemar,7,0,7,0.0
Fottios,1,0,1,0.0
Taslima,1,1,0,1.0
Seydou,9,0,9,0.0
Nyamko,1,1,0,1.0
Poul-Erik,3,0,3,0.0
Fayete,3,0,3,0.0
Ritta,1,1,0,1.0
Kali,14,14,0,1.0
Bünyamin,2,0,2,0.0
Arved,2,0,2,0.0
Eyvor,2,2,0,1.0
Lillie,3,3,0,1.0
Lenor,6,6,0,1.0
Bim,5,5,0,1.0
Madelen,6,6,0,1.0
Sanaa,1,1,0,1.0
Rågher,7,0,7,0.0
Nils-Wåge,1,0,1,0.0
Tanita,2,2,0,1.0
Adolph,1,0,1,0.0
Shafqat,14,0,14,0.0
Przemek,4,0,4,0.0
Robin,190,0,190,0.0
Eleonora,16,16,0,1.0
Ilpo,1,0,1,0.0
Måns,33,0,33,0.0
Eiwor,13,13,0,1.0
Birte,7,7,0,1.0
Tormod,1,0,1,0.0
Priscilda,8,8,0,1.0
Habtom,1,0,1,0.0
Malika,3,3,0,1.0
Majid,1,0,1,0.0
Joakim,541,0,541,0.0
Mirzeta,9,9,0,1.0
Ouro-Nimini,6,0,6,0.0
Matz,49,0,49,0.0
Ellie,8,8,0,1.0
Ingabritt,1,1,0,1.0
Angelica,87,87,0,1.0
Margareta,1127,1127,0,1.0
Kurth,5,0,5,0.0
Radojka,2,2,0,1.0
Stina-Kajsa,1,1,0,1.0
Taffere,1,0,1,0.0
Marja,195,195,0,1.0
Armi,1,1,0,1.0
Merjem,2,2,0,1.0
Therése,84,84,0,1.0
Reine,33,12,21,0.36363636363636365
Lisa,214,214,0,1.0
Chalmar,1,0,1,0.0
Hayden,5,0,5,0.0
Thorbjörn,168,0,168,0.0
Jan-Uno,7,0,7,0.0
Lizian,2,2,0,1.0
Nora,10,10,0,1.0
Kari,31,23,8,0.7419354838709677
Abo,4,0,4,0.0
Hayse,8,0,8,0.0
Nils-Tommy,1,0,1,0.0
Eaglesun,1,1,0,1.0
Saga,18,18,0,1.0
Rainor,1,0,1,0.0
Makan,3,0,3,0.0
Bärthil,2,0,2,0.0
Roy,60,0,60,0.0
Evelin,2,2,0,1.0
Jette,8,8,0,1.0
Arthur,4,0,4,0.0
Simonetta,1,1,0,1.0
Ib,1,0,1,0.0
Birgitha,4,4,0,1.0
Amjad,1,0,1,0.0
Anker,22,0,22,0.0
Faramarz,12,0,12,0.0
Freja,1,1,0,1.0
Augin,1,0,1,0.0
Anna-Stina,35,35,0,1.0
Suzana,3,3,0,1.0
Kaj-Eve,8,0,8,0.0
Désirée,28,28,0,1.0
Kjartan,2,0,2,0.0
Inge-Gerd,2,2,0,1.0
Habib,8,0,8,0.0
JG,5,0,5,0.0
Inga-Greta,1,1,0,1.0
Ghalia,6,6,0,1.0
Leiph,6,0,6,0.0
Lena-Maria,10,10,0,1.0
Almir,4,0,4,0.0
Tor,29,0,29,0.0
Birgir,9,0,9,0.0
Adem,2,0,2,0.0
Lárus,3,0,3,0.0
Kassandra,1,1,0,1.0
Mikal,1,0,1,0.0
Donny,1,0,1,0.0
Gunn-Marie,1,1,0,1.0
