firstName,total,female,male,prFemale
Marit,66,66,0,1.0
Sari,28,28,0,1.0
Elsemarie,6,6,0,1.0
Lise-Lotte,48,48,0,1.0
Wilhelm,15,0,15,0.0
Radovan,10,0,10,0.0
PerOla,12,0,12,0.0
Ercan,17,0,17,0.0
UllaKarin,1,1,0,1.0
Kennet,31,0,31,0.0
Annakari,2,2,0,1.0
Hlödur,5,0,5,0.0
Kai,43,0,43,0.0
Hans-Fredrik,2,0,2,0.0
Luiza,1,1,0,1.0
Suleiman,3,0,3,0.0
Alaa,10,9,1,0.9
Estelle,3,3,0,1.0
Riegel,2,2,0,1.0
Alexej,2,0,2,0.0
Camilo,58,0,58,0.0
Ilja,4,4,0,1.0
Teres,10,10,0,1.0
Maj-Vis,5,5,0,1.0
Lillan,7,7,0,1.0
Ovidia,2,2,0,1.0
Daogo,12,0,12,0.0
Orom,2,0,2,0.0
Levy,1,0,1,0.0
Baltzar,1,0,1,0.0
Käthe,17,17,0,1.0
Maurice,6,0,6,0.0
Eva-Brita,7,7,0,1.0
Carl-Inge,2,0,2,0.0
Willmar,1,0,1,0.0
Maud,192,192,0,1.0
Jessicca,2,2,0,1.0
Modou,6,0,6,0.0
Glenn,99,0,99,0.0
Towa,1,1,0,1.0
Jim,57,0,57,0.0
Madli-Ann,6,6,0,1.0
Liliana,8,8,0,1.0
Hojat,2,0,2,0.0
Kalsoom,5,5,0,1.0
Sophie,20,20,0,1.0
Caroline,370,370,0,1.0
Gurli,2,2,0,1.0
Eivi,1,1,0,1.0
Sukrî,14,0,14,0.0
Anncharlott,2,2,0,1.0
Ramtin,9,0,9,0.0
Denis,14,0,14,0.0
Anne-Louise,16,16,0,1.0
Jonnny,1,0,1,0.0
Vivie,2,2,0,1.0
Morten,8,0,8,0.0
Delshad,7,0,7,0.0
Tex,2,0,2,0.0
Bashkim,2,0,2,0.0
Dieter,5,0,5,0.0
Imre,3,0,3,0.0
Hans-G,9,0,9,0.0
Folke,240,0,240,0.0
Nermin,2,0,2,0.0
Annika,860,860,0,1.0
Ziita,6,6,0,1.0
Lars-Evald,1,0,1,0.0
Sunil,8,0,8,0.0
Hillevi,38,38,0,1.0
Ingamaj,2,2,0,1.0
Elver,2,0,2,0.0
Pavo,1,0,1,0.0
Burhan,11,0,11,0.0
Britt,467,467,0,1.0
Ian,12,0,12,0.0
Orla,9,0,9,0.0
Tahmineh,9,9,0,1.0
Moses,4,0,4,0.0
Märta,50,50,0,1.0
Sladjana,16,16,0,1.0
Anna-Lee,3,3,0,1.0
Bonde,1,0,1,0.0
Tord-Gunnar,1,0,1,0.0
Shorik,8,8,0,1.0
Douglas,51,0,51,0.0
Hans-Olov,7,0,7,0.0
Key,3,0,3,0.0
Odd,8,0,8,0.0
Claes-Håkan,2,0,2,0.0
Liselott,27,27,0,1.0
Mozhgan,8,8,0,1.0
Liza,27,27,0,1.0
Klein,1,0,1,0.0
Ann-Lie,3,3,0,1.0
Saga-Britt,3,3,0,1.0
Mie,9,9,0,1.0
Augustus,1,0,1,0.0
Wiwi,3,3,0,1.0
Fredrich,8,0,8,0.0
Evalena,6,6,0,1.0
Marijan,4,0,4,0.0
Terese,29,29,0,1.0
Marie-Louis,2,2,0,1.0
Dzenan,4,0,4,0.0
Pauline,7,7,0,1.0
Per-Gösta,2,0,2,0.0
Mio,10,1,9,0.1
Linnéa,119,119,0,1.0
Pirkko,21,21,0,1.0
Lotta-Stina,29,29,0,1.0
Bennit,2,2,0,1.0
Klas-Olof,2,0,2,0.0
Leif,1416,0,1416,0.0
Aho,2,0,2,0.0
Kenneht,3,0,3,0.0
Dorota,3,3,0,1.0
Runa,30,30,0,1.0
Noria,5,5,0,1.0
Rebecca,116,116,0,1.0
Berne,15,0,15,0.0
Maytham,1,0,1,0.0
Clare,1,1,0,1.0
Ruta,4,4,0,1.0
Charlott,8,8,0,1.0
Manige,10,10,0,1.0
Zbigniew,1,0,1,0.0
Jerk,5,0,5,0.0
Janita,3,3,0,1.0
Marika,72,72,0,1.0
Sofie,121,121,0,1.0
Thusnelda,1,1,0,1.0
Cheryl,5,5,0,1.0
Nikolaus,2,0,2,0.0
Jannicka,1,1,0,1.0
Hervor,7,7,0,1.0
Jaime,9,0,9,0.0
Berry,7,5,2,0.7142857142857143
Omid,7,0,7,0.0
Zana,6,0,6,0.0
Elona,4,4,0,1.0
Annelies,1,1,0,1.0
Najla,4,4,0,1.0
Andris,6,0,6,0.0
Vesta,1,1,0,1.0
Elvane,1,1,0,1.0
Serena,2,2,0,1.0
Liss,3,3,0,1.0
Jasna,5,5,0,1.0
Marc,73,0,73,0.0
Marie-Louise,202,202,0,1.0
Majja,1,1,0,1.0
Joys,2,0,2,0.0
Alexander,290,0,290,0.0
Pentti,6,0,6,0.0
Majvor,41,41,0,1.0
Guildo,2,0,2,0.0
Gullvor,1,1,0,1.0
Shahin,3,3,0,1.0
Ami,4,4,0,1.0
Pavle,3,0,3,0.0
Inga-Kerstin,2,2,0,1.0
Jack,169,0,169,0.0
Friederike,27,27,0,1.0
Aagot,1,1,0,1.0
Ros-Marie,20,20,0,1.0
Nils-Ivar,2,0,2,0.0
Zenia,2,2,0,1.0
Ermin,6,0,6,0.0
Guled,2,0,2,0.0
Per-Arne,117,0,117,0.0
Dennis,118,0,118,0.0
Luise,1,1,0,1.0
Goro,1,1,0,1.0
Suzane,1,1,0,1.0
Diako,4,0,4,0.0
Hassan,15,0,15,0.0
Smajo,2,0,2,0.0
Leyla,5,5,0,1.0
Zidon,2,0,2,0.0
Ludwig,20,0,20,0.0
Cem,4,0,4,0.0
Rafaela,4,4,0,1.0
Veroncia,4,4,0,1.0
Wolf,4,0,4,0.0
Anniqa,2,2,0,1.0
Pradrag,1,0,1,0.0
Lars-Ivan,9,0,9,0.0
Pavel,41,0,41,0.0
Theodor,2,0,2,0.0
Gunn,30,30,0,1.0
Ellika,8,8,0,1.0
Ulla-Kajsa,1,1,0,1.0
Gyöngyi,2,2,0,1.0
Ioana,7,7,0,1.0
Svein,3,0,3,0.0
Mustafa,24,0,24,0.0
Hans-Egil,1,0,1,0.0
Kurt-Åke,2,0,2,0.0
Beata,13,13,0,1.0
Angelika,14,14,0,1.0
Kajsa,139,139,0,1.0
Hans-Jürgen,1,0,1,0.0
Hanin,1,1,0,1.0
Affi,2,2,0,1.0
Stig-Uno,1,0,1,0.0
Inga-Maja,2,2,0,1.0
Runar,28,0,28,0.0
Puri,2,2,0,1.0
Laurent,2,0,2,0.0
Luciana,1,1,0,1.0
Mats-Åke,6,0,6,0.0
Jan-Håkan,7,0,7,0.0
Katja,44,44,0,1.0
Parisa,1,1,0,1.0
Monessa,5,5,0,1.0
Tamiz,2,0,2,0.0
Larsgöran,7,0,7,0.0
Ferdinand,2,0,2,0.0
Zara,6,6,0,1.0
Calle,55,0,55,0.0
Torill,1,1,0,1.0
Dath,1,1,0,1.0
Helene,436,436,0,1.0
Hasan,21,0,21,0.0
Hannes,51,0,51,0.0
Clarence,7,0,7,0.0
Clemens,4,0,4,0.0
Camiel,1,0,1,0.0
Leif-Åke,14,0,14,0.0
Dragica,2,2,0,1.0
John-Fredrik,1,0,1,0.0
Annegret,2,2,0,1.0
Mari-Anne,10,10,0,1.0
Bittan,1,1,0,1.0
Kersthin,1,1,0,1.0
Merete,14,14,0,1.0
Kule,2,0,2,0.0
Zaine,2,0,2,0.0
Bo-Inge,2,0,2,0.0
Edor,2,0,2,0.0
Dorothea,29,29,0,1.0
Piotr,13,0,13,0.0
Skaidrite,1,1,0,1.0
Zsuzsanna,4,4,0,1.0
Lizetthe,1,1,0,1.0
Margot,35,35,0,1.0
Salam,1,0,1,0.0
Erik-Abel,4,0,4,0.0
Emilia,98,98,0,1.0
Brigith,1,1,0,1.0
Irhan,3,0,3,0.0
Stihna,2,2,0,1.0
Tomny,3,0,3,0.0
Meeri,10,10,0,1.0
Görel,13,13,0,1.0
Pierré,1,0,1,0.0
Marta,27,27,0,1.0
Kristjan,3,0,3,0.0
Ann-Marie,166,166,0,1.0
Lois,6,6,0,1.0
Lea,12,12,0,1.0
Marie-Ann,16,16,0,1.0
Sivor,8,8,0,1.0
Bengt.G,1,0,1,0.0
Bo-Arne,1,0,1,0.0
Vladko,9,0,9,0.0
Tommy,905,0,905,0.0
Nursel,2,2,0,1.0
Jaro,8,0,8,0.0
Natasha,14,14,0,1.0
Eleanor,1,1,0,1.0
Carleric,1,0,1,0.0
Sven-Åke,124,0,124,0.0
Jenni,8,8,0,1.0
Seluah,4,4,0,1.0
Per-Jonny,1,0,1,0.0
Tage,83,0,83,0.0
Neda,3,3,0,1.0
Livia,3,3,0,1.0
Nasrin,4,4,0,1.0
Bengt-Ove,5,0,5,0.0
Per-Ove,24,0,24,0.0
Gabriella,77,77,0,1.0
Natalia,14,14,0,1.0
Attila,1,0,1,0.0
Hans-Eric,10,0,10,0.0
Ingbert,3,0,3,0.0
Ming,2,2,0,1.0
Warren,8,0,8,0.0
Maja-Stina,2,2,0,1.0
Aase,8,8,0,1.0
Ranko,3,0,3,0.0
Keijo,10,0,10,0.0
Modesty,1,1,0,1.0
Patrick,53,0,53,0.0
Benta,2,2,0,1.0
Ingmar,58,0,58,0.0
Ann-Louise,92,92,0,1.0
Myrna,6,6,0,1.0
Carl-Olof,12,0,12,0.0
GunBritt,1,1,0,1.0
Lo,8,8,0,1.0
Torgny,95,0,95,0.0
Bengt-Gunnar,5,0,5,0.0
John-Axel,1,0,1,0.0
Lucio,3,0,3,0.0
Aurora,7,7,0,1.0
Dorthy,4,4,0,1.0
Stenley,1,0,1,0.0
Birgith,13,13,0,1.0
Ann-Helene,2,2,0,1.0
Sjunne,4,0,4,0.0
Anneth,3,3,0,1.0
Anna-Brita,2,2,0,1.0
Ruzena,3,3,0,1.0
Junuz,4,0,4,0.0
Bogna,14,14,0,1.0
Gita,30,30,0,1.0
Lars-Ivar,16,0,16,0.0
Schadrach,1,0,1,0.0
Magdalena,64,64,0,1.0
Sven-Bernhard,1,0,1,0.0
Wilo,41,41,0,1.0
Kent-Åke,6,0,6,0.0
Mirja,36,36,0,1.0
Thina,5,5,0,1.0
Harri,15,0,15,0.0
Raila,24,24,0,1.0
Loran,1,0,1,0.0
Jean-Daniel,2,0,2,0.0
Zivojien,1,0,1,0.0
Jessica,317,317,0,1.0
Jamileh,4,4,0,1.0
Neil,5,0,5,0.0
Sven-Otto,1,0,1,0.0
Ville,13,0,13,0.0
Diana,97,97,0,1.0
Shigeru,1,0,1,0.0
Hans-Ola,1,0,1,0.0
Gail,14,0,14,0.0
Åse,35,35,0,1.0
Jeppe,2,0,2,0.0
Marinette,7,7,0,1.0
Nomi,2,2,0,1.0
Thommie,1,0,1,0.0
Chasmin,1,1,0,1.0
Per-Sten,1,0,1,0.0
Elena,51,51,0,1.0
Sten-Eric,7,0,7,0.0
Osvald,1,0,1,0.0
Darina,2,2,0,1.0
Claus,50,0,50,0.0
Börje,407,0,407,0.0
Viweka,1,1,0,1.0
Gerry,10,0,10,0.0
Ebrahim,6,0,6,0.0
Samer,2,0,2,0.0
Maret,2,2,0,1.0
Berit,591,591,0,1.0
Jakop,39,0,39,0.0
Tellervo,1,1,0,1.0
Daina,1,1,0,1.0
Nils-Börje,2,0,2,0.0
Tyrgils,4,0,4,0.0
Jane,82,82,0,1.0
Lindis,5,5,0,1.0
Larseric,8,0,8,0.0
Erna,14,14,0,1.0
Axel,152,0,152,0.0
Christel,78,78,0,1.0
Kojo,1,0,1,0.0
Karl-Magnus,12,0,12,0.0
Violeth,1,1,0,1.0
Ardalan,1,0,1,0.0
Clary,8,8,0,1.0
Jan-Börje,1,0,1,0.0
Signild,3,3,0,1.0
Rasmus,121,0,121,0.0
August,22,0,22,0.0
Samija,3,3,0,1.0
Eino,7,0,7,0.0
Katrina,15,15,0,1.0
Emma,428,428,0,1.0
Janina,35,35,0,1.0
Melisa,2,2,0,1.0
Karl-Ove,2,0,2,0.0
Katarina,461,461,0,1.0
Geir,1,0,1,0.0
Susanne,607,607,0,1.0
Kickan,9,9,0,1.0
Kimmo,2,0,2,0.0
Peo,6,0,6,0.0
Suvad,1,0,1,0.0
Toni,69,0,69,0.0
Mosad,2,0,2,0.0
Dominic,4,0,4,0.0
Ann-Carin,3,3,0,1.0
Reynaldo,6,0,6,0.0
Maude,10,10,0,1.0
Farry,1,0,1,0.0
Liezel,1,1,0,1.0
Kennert,12,0,12,0.0
Petja,4,4,0,1.0
Ingemo,17,17,0,1.0
Nourouz,4,0,4,0.0
Cyrene,1,1,0,1.0
Payman,1,1,0,1.0
Kolbjörn,1,0,1,0.0
Elsbeth,3,3,0,1.0
Binita,1,1,0,1.0
Ewert,6,0,6,0.0
Biörn,2,0,2,0.0
Van,2,0,2,0.0
Alia,4,4,0,1.0
Marjo,6,6,0,1.0
Kiki,14,14,0,1.0
Toivo,1,0,1,0.0
Nathalie,32,32,0,1.0
Bengt-Anders,4,0,4,0.0
Phillippe,1,0,1,0.0
Tariq,2,0,2,0.0
Jeff,2,0,2,0.0
Oddvar,6,0,6,0.0
Svenåke,1,0,1,0.0
Ann-Helen,18,18,0,1.0
Mariela,31,31,0,1.0
Pether,34,0,34,0.0
Roine,19,0,19,0.0
Rihab,1,1,0,1.0
Gamil,4,0,4,0.0
Georges,2,0,2,0.0
Marjan,8,8,0,1.0
Maina,3,3,0,1.0
Ömer,2,0,2,0.0
Nexhat,8,0,8,0.0
Gábor,3,0,3,0.0
Anne-Mai,1,1,0,1.0
Gaby,1,1,0,1.0
Wendla,1,1,0,1.0
Ilija,46,0,46,0.0
Jan-Ingemar,2,0,2,0.0
Eduardo,16,0,16,0.0
Branka,13,13,0,1.0
Anders,3160,0,3160,0.0
Maritha,39,39,0,1.0
Andrei,5,0,5,0.0
John-Östen,1,0,1,0.0
Tycko,1,0,1,0.0
Rude,1,0,1,0.0
Werner,24,0,24,0.0
Mira,6,6,0,1.0
Gretty,1,1,0,1.0
Örjan,131,0,131,0.0
Malena,16,16,0,1.0
Larserik,1,0,1,0.0
Ingolf,2,0,2,0.0
Derya,9,9,0,1.0
Nooshi,2,2,0,1.0
Navdeep,1,0,1,0.0
JP,1,0,1,0.0
Jacomina,4,4,0,1.0
Alvi,5,5,0,1.0
Eila,32,32,0,1.0
Lidia,15,15,0,1.0
Ljubica,19,19,0,1.0
Riad,1,0,1,0.0
Harbi,4,0,4,0.0
Kent-Göran,1,0,1,0.0
Shaokat,2,0,2,0.0
Heléne,50,50,0,1.0
Gert-Owe,1,0,1,0.0
Loa,4,4,0,1.0
Tutti,8,8,0,1.0
Gafour,1,0,1,0.0
Calill,5,5,0,1.0
Flora,14,14,0,1.0
Maj-Len,13,13,0,1.0
Sylke,1,1,0,1.0
Aarno,1,0,1,0.0
Kaare,1,0,1,0.0
Kathrine,11,11,0,1.0
Etelka,10,10,0,1.0
Peyman,2,0,2,0.0
Hamida,2,2,0,1.0
Aysegul,3,3,0,1.0
Mai,11,11,0,1.0
Pabel,2,0,2,0.0
Eva-Maria,11,11,0,1.0
Anna-Leena,1,1,0,1.0
Ronnie,81,1,80,0.012345679012345678
Germund,3,0,3,0.0
Berth,12,0,12,0.0
Thorkel,12,0,12,0.0
Greger,42,0,42,0.0
Dayana,5,5,0,1.0
Lille-Mor,1,1,0,1.0
Sterner,2,0,2,0.0
Emir,5,0,5,0.0
Lars-Peter,2,0,2,0.0
Dirk,1,0,1,0.0
Jonny,215,0,215,0.0
Azad,17,0,17,0.0
Liz,70,70,0,1.0
Darek,2,0,2,0.0
Ketema,2,0,2,0.0
Per-Uno,1,0,1,0.0
Jurgen,12,0,12,0.0
Manuela,4,4,0,1.0
Cigdem,2,2,0,1.0
Deniz,2,0,2,0.0
Caj,2,2,0,1.0
Theresé,2,2,0,1.0
Din,6,0,6,0.0
Maila,8,8,0,1.0
Berndt-Johan,3,0,3,0.0
Lars-Tore,1,0,1,0.0
Taito,1,0,1,0.0
Indira,4,4,0,1.0
Uddo,4,0,4,0.0
Nezat,1,1,0,1.0
Sirwan,2,0,2,0.0
Hans,1473,0,1473,0.0
Aulis,3,0,3,0.0
Magdi,8,0,8,0.0
Ingegerd,209,209,0,1.0
Reidar,29,0,29,0.0
Mariella,5,5,0,1.0
Lizzie,1,1,0,1.0
Ayat,2,2,0,1.0
Demba,180,0,180,0.0
Kazimira,1,1,0,1.0
Nabel,2,0,2,0.0
Wictoria,1,1,0,1.0
Sig-Britt,9,9,0,1.0
Lars-Anders,24,0,24,0.0
Wåge,6,0,6,0.0
Samir,14,0,14,0.0
Cherstin,15,15,0,1.0
Henny,5,5,0,1.0
Milly,6,6,0,1.0
Ayda,14,14,0,1.0
Astrid,336,336,0,1.0
Ellen,31,31,0,1.0
Inga-Maria,1,1,0,1.0
Smail,24,0,24,0.0
Monir,4,0,4,0.0
Tomislav,2,0,2,0.0
Ismo,23,0,23,0.0
Cora,1,1,0,1.0
Karl-Ivan,1,0,1,0.0
Kent-Sören,1,0,1,0.0
Peranders,7,0,7,0.0
Geoffrey,7,0,7,0.0
Issa,21,0,21,0.0
Nilofar,2,2,0,1.0
Elionor,7,7,0,1.0
Ritha,24,24,0,1.0
Anne-Catrin,2,2,0,1.0
Mrad,2,0,2,0.0
Amin,2,0,2,0.0
Karl-Fredrik,2,0,2,0.0
Bridget,3,3,0,1.0
Vasilios,12,0,12,0.0
Abdirizak,9,0,9,0.0
Inge-Marie,1,1,0,1.0
Sejla,4,4,0,1.0
Sigfrid,7,0,7,0.0
Irmeli,29,29,0,1.0
Kristoffer,107,0,107,0.0
Petrus,8,0,8,0.0
Jozef,1,0,1,0.0
Klavs,10,0,10,0.0
Hildegard,31,31,0,1.0
Dalia,7,7,0,1.0
Lars-Uno,1,0,1,0.0
Ann-Karin,1,1,0,1.0
Ragna,6,6,0,1.0
Margrethe,28,28,0,1.0
Dimitri,1,0,1,0.0
Kifle,2,0,2,0.0
Susan,37,37,0,1.0
Wulf,26,0,26,0.0
Thérése,2,2,0,1.0
Fredrika,18,18,0,1.0
Peder,102,0,102,0.0
Amelia,2,2,0,1.0
István,9,0,9,0.0
Djamila,1,1,0,1.0
Ilbäcks,14,0,14,0.0
Gilbert,54,0,54,0.0
Rebuar,6,0,6,0.0
Mickael,4,0,4,0.0
Tulsa,1,1,0,1.0
Sonnie,33,31,2,0.9393939393939394
Edina,1,1,0,1.0
Alfred,10,0,10,0.0
Erland,107,0,107,0.0
Annelii,1,1,0,1.0
Ouzine,2,0,2,0.0
Melinda,33,33,0,1.0
Ertu,2,0,2,0.0
Annie-Marie,1,1,0,1.0
Susanné,6,6,0,1.0
Pat,2,0,2,0.0
Elvan,2,0,2,0.0
Han,1,0,1,0.0
Eleonore,14,14,0,1.0
Owe,135,0,135,0.0
Ellenor,5,5,0,1.0
Jamal,11,1,10,0.09090909090909091
Desmond,8,0,8,0.0
Per-Gustav,3,0,3,0.0
Nilla,7,7,0,1.0
Els-Marie,23,23,0,1.0
Muharrem,4,0,4,0.0
Karl-Georg,1,0,1,0.0
Sharad,8,0,8,0.0
Torsten,179,0,179,0.0
Sven-Erik,161,0,161,0.0
Remzi,1,0,1,0.0
Iqbal,2,0,2,0.0
Daniel,1313,0,1313,0.0
Ragge,4,0,4,0.0
Liz-Mary,1,1,0,1.0
Hasse,56,0,56,0.0
Ines,8,8,0,1.0
Annelise,3,3,0,1.0
Edda,1,1,0,1.0
Miriam,41,41,0,1.0
Serkan,5,0,5,0.0
Omar,9,0,9,0.0
Nedi,1,1,0,1.0
Berner,3,0,3,0.0
Marja-Leena,3,3,0,1.0
Carl-Jan,1,0,1,0.0
Sven-Arnold,1,0,1,0.0
Vilmer,6,0,6,0.0
Hussein,36,0,36,0.0
Klas-Gunnar,1,0,1,0.0
Sibylle,5,5,0,1.0
Paula,127,127,0,1.0
Majdor,2,2,0,1.0
Atanasios,1,0,1,0.0
Rachid,1,0,1,0.0
Dean,2,0,2,0.0
Lillebill,7,7,0,1.0
Pal,2,0,2,0.0
Ann-Kathrin,1,1,0,1.0
Ann-Cathrin,13,13,0,1.0
Hajra,2,2,0,1.0
Sif,1,1,0,1.0
Evaggelos,8,0,8,0.0
Sabella,2,2,0,1.0
Francesca,1,1,0,1.0
Valbone,3,3,0,1.0
Agnhild,1,1,0,1.0
Kjell-Egon,8,0,8,0.0
Thaher,4,0,4,0.0
Bitten,6,6,0,1.0
Anncathrin,1,1,0,1.0
Anna-Maria,41,41,0,1.0
Keith,2,0,2,0.0
Cina,2,2,0,1.0
Houda,2,2,0,1.0
Theresia,18,18,0,1.0
Klemens,2,0,2,0.0
Ingo,12,0,12,0.0
Zenel,1,0,1,0.0
Thao,1,1,0,1.0
Ronney,3,0,3,0.0
Carl-Edvin,5,0,5,0.0
Cristo,2,0,2,0.0
Karoly,6,0,6,0.0
Belinda,5,5,0,1.0
Tamineh,29,29,0,1.0
Mette-Maaria,2,2,0,1.0
Michael,685,0,685,0.0
Annely,2,2,0,1.0
Sten-Inge,8,0,8,0.0
Edgar,2,0,2,0.0
Jonni,1,0,1,0.0
Stefanos,4,0,4,0.0
Levent,6,0,6,0.0
Lesley,7,0,7,0.0
Gerda,3,3,0,1.0
Olena,5,5,0,1.0
Taib,2,0,2,0.0
Mario,20,0,20,0.0
Ralph,32,0,32,0.0
Eliza,3,3,0,1.0
Hawkey,1,0,1,0.0
Ann-Helén,1,1,0,1.0
Britthelen,1,1,0,1.0
Karna,1,1,0,1.0
Caijsa,2,2,0,1.0
Nino,1,0,1,0.0
Liljan,2,2,0,1.0
Vladan,18,0,18,0.0
Biljana,15,15,0,1.0
Rezene,4,0,4,0.0
Tulkin,1,0,1,0.0
Ashti,2,2,0,1.0
Azadeh,3,3,0,1.0
Sipan,1,0,1,0.0
Benita,15,15,0,1.0
Raghid,1,0,1,0.0
Barbro,588,588,0,1.0
Sickan,7,7,0,1.0
Husein,4,0,4,0.0
Rosalill,4,4,0,1.0
Inghar,7,0,7,0.0
Nicholas,4,0,4,0.0
Jolan,2,0,2,0.0
Firdesa,2,2,0,1.0
Cafer,2,0,2,0.0
Vlasta,19,19,0,1.0
Singoalla,3,3,0,1.0
Hans-Ingvar,1,0,1,0.0
Azizeh,2,2,0,1.0
Enrico,3,0,3,0.0
Fredrick,9,0,9,0.0
Mehdi,8,0,8,0.0
Hanna,551,541,10,0.9818511796733213
Roxana,7,7,0,1.0
John,367,0,367,0.0
Evan,6,0,6,0.0
Yesab,2,0,2,0.0
Molly,2,2,0,1.0
Fayza,2,2,0,1.0
Petteri,12,0,12,0.0
Arhe,1,0,1,0.0
Magda,15,15,0,1.0
Soraja,3,3,0,1.0
Annasara,5,5,0,1.0
Anaam,1,1,0,1.0
Reidunn,1,1,0,1.0
Ellinor,120,120,0,1.0
Halima,29,29,0,1.0
Dan-Olof,1,0,1,0.0
Zandra,7,7,0,1.0
Violeta,3,3,0,1.0
Muris,1,0,1,0.0
Ahmadwali,1,0,1,0.0
Emad,2,0,2,0.0
Leopoldo,1,0,1,0.0
Jesper,199,0,199,0.0
Katayoun,3,3,0,1.0
Daleth,2,0,2,0.0
Kjell-Anders,1,0,1,0.0
Hans-Petter,2,0,2,0.0
Naji,1,0,1,0.0
Lars-Ruben,4,0,4,0.0
Vian,6,6,0,1.0
Haris,8,0,8,0.0
Carl-Arne,1,0,1,0.0
Dragomir,9,0,9,0.0
Madlen,1,1,0,1.0
Skúli,6,0,6,0.0
Shabeer,1,0,1,0.0
Kris,2,2,0,1.0
Sven-Olle,3,0,3,0.0
Elna,6,6,0,1.0
Carl-Anders,20,0,20,0.0
Ornina,7,7,0,1.0
Tabaco,1,0,1,0.0
Umar,1,0,1,0.0
Gull-Britt,17,17,0,1.0
My,14,14,0,1.0
Selin,2,2,0,1.0
Fred-Gunnar,1,0,1,0.0
Jan-Erik,215,0,215,0.0
Karl-Vilhelm,2,0,2,0.0
Amelie,17,17,0,1.0
Görgen,27,0,27,0.0
Leni,21,21,0,1.0
Abdulle,2,0,2,0.0
Janete,1,1,0,1.0
Karl-Eve,2,0,2,0.0
Bodil,208,208,0,1.0
Naimie,2,2,0,1.0
Marco,49,0,49,0.0
Willmor,1,1,0,1.0
Carin,228,228,0,1.0
Wendelin,2,0,2,0.0
Karl-Gustaf,16,0,16,0.0
Britt-Marie,327,327,0,1.0
Bengt-Gustav,1,0,1,0.0
Willie,3,0,3,0.0
Dragana,10,10,0,1.0
Gerth-Bonde,1,0,1,0.0
Tania,4,4,0,1.0
Atcha,2,0,2,0.0
Yvette,6,6,0,1.0
Madelene,51,51,0,1.0
Gittel,2,2,0,1.0
Antti,12,0,12,0.0
Vita,2,2,0,1.0
Nasif,2,0,2,0.0
Stanislava,2,2,0,1.0
Gertie,10,10,0,1.0
Bång,1,1,0,1.0
Joan,1,0,1,0.0
Sten-Gunnar,2,0,2,0.0
Gert-Åke,46,0,46,0.0
Sven-Anders,22,0,22,0.0
Malte,25,0,25,0.0
Soile,1,1,0,1.0
Luisella,2,2,0,1.0
Veine,10,0,10,0.0
Abdiwahab,2,0,2,0.0
Venugopal,4,0,4,0.0
Chang,10,0,10,0.0
Smajl,2,0,2,0.0
Tjitte,1,0,1,0.0
Janis,2,0,2,0.0
Nenad,1,0,1,0.0
Maximo,5,0,5,0.0
Claes-Johan,14,0,14,0.0
Ozlema,1,1,0,1.0
Dana,2,2,0,1.0
Radhwan,1,0,1,0.0
Dahn,44,0,44,0.0
Adela,1,1,0,1.0
Hed,2,0,2,0.0
Harrieth,19,19,0,1.0
Vivianne,197,197,0,1.0
Dennys,1,0,1,0.0
Florian,2,0,2,0.0
Gottfried,2,0,2,0.0
Amos,1,0,1,0.0
Anna-Liisa,8,8,0,1.0
Nour,1,0,1,0.0
Tarek,6,0,6,0.0
Maida,3,3,0,1.0
Andrés,4,0,4,0.0
Mujde,6,0,6,0.0
Roz,1,1,0,1.0
Carolyn,3,3,0,1.0
Eleni,11,11,0,1.0
Nilsåke,2,0,2,0.0
Waltraud,2,2,0,1.0
Konny,4,0,4,0.0
Kith,1,1,0,1.0
Joachim,88,0,88,0.0
Shahla,3,3,0,1.0
Lita,2,2,0,1.0
johan,2,0,2,0.0
Gull,7,7,0,1.0
Kamal,5,1,4,0.2
Venche,8,8,0,1.0
Benkt-Eric,2,0,2,0.0
Bitte,11,11,0,1.0
Ayser,3,3,0,1.0
Elise-Marie,2,2,0,1.0
Greta,22,22,0,1.0
Else-Marie,19,19,0,1.0
Vivan,1,1,0,1.0
Farshid,2,0,2,0.0
Kaiza,1,1,0,1.0
Willemo,6,6,0,1.0
Joost,2,0,2,0.0
Silvia,7,7,0,1.0
José,44,0,44,0.0
Ulla-Carin,4,4,0,1.0
Gheorghe,2,0,2,0.0
Ahova,5,5,0,1.0
Kirsten,12,12,0,1.0
Iván,1,0,1,0.0
