firstName,total,female,male
ALOIR,34,0,33
THIERÇO,1,0,1
DAUZISA,2,2,0
DONIS,2,0,2
DELIO,84,0,69
GENIOR,1,0,1
ROSILMA,7,7,0
IDOMILSON,4,0,4
LUCEZAR,1,0,1
ZELINHO,1,0,1
ARCINDO,9,0,9
TERMICIO,8,0,8
KAYARA,1,1,0
MARONITA,8,8,0
DAGMANDO,1,0,1
VITELIO,5,0,5
KHRISTIAN,2,0,2
ELMODAN,2,0,2
ARNARDINO,1,0,1
ISTERLINO,2,0,2
VALDEONIZIO,1,0,1
GLEUTENGUEDES,2,0,2
CANANEIA,3,3,0
ONEIDES,1,1,0
GECY,8,3,3
DINA,88,83,0
JAHIDE,1,1,0
WIELIO,2,0,2
MALCIRA,1,1,0
MAURECIDES,1,0,1
LIVIR,1,0,1
UBIRAGUANI,2,0,2
ATROS,1,0,1
DAYCE,1,0,1
LINDOVAGNO,1,0,1
LERENITA,1,0,0
ITAGMAR,1,0,1
GECIR,3,0,3
MARIVALDO,452,0,430
ILTAMA,1,0,1
VIRJILIO,1,0,1
EUDÓCIO,2,0,2
ADICLEI,2,0,2
EVANIL,28,5,20
HUMPHREY,3,0,1
TAVORES,5,0,4
QUINTILHA,1,1,0
ADIBRE,2,0,2
LIFONSINA,1,1,0
NANCELY,1,1,0
NEIVANE,1,0,0
AGERINO,3,0,3
LUIZE,1,1,0
GEAN,124,1,116
ROSSIMARI,1,1,0
CLAUSANI,1,1,0
HELNES,3,0,3
RÂNDALA,1,1,0
JAIRA,33,29,0
LEIDIANA,18,18,0
ALBENIDIO,1,0,1
JACIR,211,1,202
RANDER,3,0,2
GILENILZA,3,3,0
LANDRIN,3,0,3
IETE,5,2,3
DAGMARA,2,2,0
LIDOVICO,3,0,3
STERLANI,1,1,0
CRISTYANO,1,0,1
ESMERIA,5,5,0
DELNICIO,1,0,1
DANRLEI,2,0,0
KLAYRTON,1,0,1
ADENUALDO,4,0,4
CLEMÊNCIO,4,0,3
MONTSERRAT,1,0,0
EDGARDA,1,1,0
ELIETAR,1,0,1
ATONIO,1,0,1
AIDERVAL,1,0,1
JUCENILSE,1,1,0
JOALYSON,1,0,1
WILKENS,6,0,5
TANCREMILDO,1,0,1
MONILÇA,1,1,0
DILMARCIA,1,1,0
ROZITO,1,0,1
ADELTON,5,0,5
IADELMO,1,0,1
ABRAÃ,1,0,1
KYARA,1,1,0
ELIZAMARA,6,6,0
WISLEY,23,1,21
ANAURA,1,1,0
JHONY,10,0,10
SUELISMAR,1,0,1
GECINILDO,4,0,3
ELENILMA,2,2,0
MOYSÉS,45,0,38
JAÇON,2,0,2
RISAIR,1,1,0
OSVALDIRA,3,3,0
ILCO,3,0,3
EDNILSON,204,0,191
GLEIDHETONE,1,0,1
GILVANILDA,1,1,0
GESSIR,3,0,3
EDEVY,1,0,1
NELBER,1,0,1
RUBEMILDO,1,0,1
SCHERLLA,1,1,0
ILMIA,2,2,0
PUBLIO,9,0,7
VERANI,4,4,0
GERVANO,7,0,6
ARIENZO,1,0,1
ROQUIRAN,1,0,1
WANGLE,1,0,0
VANDEGILDO,2,0,2
.JOSE,1,0,1
AGONCÍLIO,1,0,1
JERYONERY,1,0,1
FLÁVIUS,2,0,2
VALKYRIE,1,1,0
AXEL,6,0,6
CLEBIR,2,0,2
VOLFGANG,1,0,1
ERONEIDES,1,1,0
ZILEIDE,9,9,0
NAIANE,9,8,0
OZAÍDE,1,0,1
LEUDENI,1,0,1
ÉDEN,6,0,5
GENAL,2,0,2
IZILDINHA,46,45,0
YORK,1,0,1
JOSENI,31,18,13
ASPEDITO,2,0,2
LURDILENE,3,3,0
BILIRRELLI,2,0,2
MATIDIS,1,1,0
DONAIO,2,0,1
MAGNIVALDO,3,0,3
AGOSTINHO,739,0,701
JEILSON,17,0,17
RONISSON,2,0,2
SILVANILTON,1,0,1
TAINAH,1,1,0
AMBIRE,1,0,1
REINALDINO,2,0,2
HIDELBRANDINO,1,0,1
DENIVANE,2,0,2
GELVÂNIA,1,1,0
ABNELIO,1,0,0
GILDERLAN,3,0,3
JOVENILO,4,0,4
ALZERMARIA,1,1,0
ANFREMON,1,0,1
NEUVALDO,5,0,5
ALESANDRA,19,17,1
ELOIDO,2,0,2
DELTRUDES,1,1,0
GEOVALTO,2,0,2
CALMERINO,1,0,1
AMITO,1,0,1
CILIO,5,0,5
FLEURILENE,1,0,1
SIRIVALDO,1,0,1
DOALCIR,4,0,4
LIEZEL,1,0,1
EDINAIR,8,6,0
ADELQUE,1,0,1
JAMEL,18,5,13
ELLIMIA,1,1,0
ANIRTON,2,0,2
CHRISTIEN,1,0,1
FEDERICO,2,0,2
TÁBADA,1,1,0
LUCELINE,3,3,0
DELVANY,5,4,1
BARAC,2,0,0
ALUISO,3,0,3
MAERCIO,23,0,22
LASTENE,2,2,0
FIDELCINA,11,10,1
RIVELTO,1,0,1
IGNÊZ,1,1,0
ALOIZE,2,0,2
OSMELINO,1,0,1
NÓRIO,2,0,2
DUÉLIO,1,0,1
NEURIFRAN,1,0,1
ETEVILNO,1,0,1
BELVINO,1,0,1
UBINALDO,2,0,1
KÊNNIA,1,1,0
RUBENVALDO,3,0,3
KERLA,1,1,0
HEYDE,1,1,0
ERISMILTA,2,0,0
VALFRIDES,4,0,4
DITTMAR,1,0,1
JESSIMAR,1,0,1
KEITTON,1,0,1
ICELDA,1,1,0
HALAINE,1,1,0
JECY,5,4,1
SIZANIRA,2,2,0
ILCICLEIA,1,1,0
CELIANGELA,1,1,0
ZANILDA,2,2,0
OLEOCLIDES,1,0,1
CELANIRA,1,1,0
TIBIRIÇA,1,0,1
HERNANDE,3,0,3
LEONESIA,3,3,0
LAINO,1,0,1
EMISSON,2,0,2
ELIGIA,3,3,0
WELINGHTON,3,0,3
OSTENE,1,0,1
SINVALDA,2,2,0
SULMARA,1,1,0
ARMANDINA,7,7,0
ATUITE,3,0,3
EIRSON,1,0,1
HELLIO,1,0,1
SOLINEIA,2,2,0
GIORGIA,3,3,0
ELEUNICE,1,1,0
ADENISIA,3,3,0
LORENILSON,1,0,1
GUTIEL,1,0,1
VANDERLETE,1,1,0
ITAMILSON,4,0,4
GUATEMI,1,0,1
GETHER,3,0,3
DELONI,1,1,0
WIRTON,2,0,2
MARUZAM,2,0,2
MILIAN,1,1,0
VALTE,3,0,3
TERSI,2,0,2
LAUZARA,1,1,0
LINIVAL,1,0,1
ROSSICLE,1,1,0
ALDECIMAR,4,1,3
NAPIKU,1,0,1
DELÇO,11,0,11
IDALGINO,4,0,4
NELCEMIR,4,0,4
UBIRADSON,1,0,1
EDMILSOM,10,0,10
JOSENILTO,4,0,4
LUCILÉA,3,3,0
ALDILON,1,0,1
JEOVÁ,161,0,147
VERIJANIO,1,0,1
IDAFRAM,1,1,0
KATIANNE,4,3,0
FRANCINALTO,1,0,1
MARILYA,1,1,0
DONIVAN,3,0,3
PAUDERNEY,6,0,1
EDINALVIO,2,0,2
GAMALIEL,22,0,21
NAZARETI,1,1,0
LONGUINHO,24,0,24
CILSE,2,2,0
GEMILSON,3,0,3
RENEÊ,2,0,2
ELIAS,3576,1,3359
DARNEY,2,0,1
ADALTO,304,0,291
LEOVANIA,1,1,0
EDEIVISON,1,0,1
WILLEY,1,0,1
MARCLEIDE,6,6,0
DILSO,19,0,19
CREUSANI,1,1,0
LUCIAH,1,0,1
CRANDINA,2,2,0
DIVALMIR,1,0,1
EDINON,11,0,11
COSMILSON,1,0,1
EZIOMAR,6,1,5
MAN0EL,2,0,2
EVANALDO,1,0,1
MÍRNEA,1,1,0
CELENY,5,4,1
HORTELINA,1,1,0
IVAY,3,0,3
GREICILENE,1,1,0
ZULEMA,1,1,0
LESKO,1,0,1
ZENALDE,1,1,0
DELMACI,2,1,1
0DEMIR,1,0,1
MARIEL,11,6,5
CLALDIR,4,0,4
JECSAN,1,0,1
ILDENILDE,1,0,1
ELENEUSA,1,1,0
PRICILIA,1,1,0
EDENILSE,7,7,0
JORCELY,1,1,0
GÉSSELLER,1,0,1
HELIONE,2,2,0
KERLEN,4,1,2
ERISTEU,2,0,2
CECIRIO,2,0,1
RUBINER,1,0,1
NORA,22,22,0
ADALIPIO,3,0,3
WALTESIO,1,0,1
JOCENANDO,5,0,5
ASTORI,1,0,1
ENIO,707,0,658
CLEYSSON,3,0,2
GILSÉRIO,1,0,1
ANADILZA,1,1,0
DIVILMAR,4,0,4
RAYFRAN,1,0,1
LEOCINO,1,0,1
DILSA,5,5,0
IDERLINDO,1,0,1
ELIDONES,2,0,2
TERCIVALDO,2,0,2
ZILDOMIRO,2,0,2
CRYSTIAN,1,0,1
RODENILSON,1,0,1
SHELERTON,1,0,1
AGNEI,3,0,3
GIRCEU,1,0,1
ILDENA,2,2,0
ODISSEIA,2,2,0
OSIMIO,5,0,5
ANINELZA,1,1,0
JOELCI,14,0,14
EDIANOS,1,0,1
ROSSICLÉA,1,1,0
ZILANE,2,2,0
JUSSANAN,1,1,0
FRACIELI,1,1,0
ILA,9,9,0
VANESCA,2,2,0
MARCINALDO,1,0,1
CLEUNICIO,1,0,1
JOSÉARTUR,1,0,1
AITLON,1,0,1
WILDEMARK,1,0,1
ROSENTINO,2,0,2
EVAINER,1,0,1
RUSVALDO,4,0,4
OZIVALDO,7,0,7
MAGDALVA,1,1,0
ECLESIO,6,0,6
WANTUID,1,0,1
OVANILTON,2,0,2
CLAUDENICE,63,59,2
ILDELINA,3,3,0
MIRDES,3,3,0
EDIJANILSON,1,0,1
KASSYO,6,0,5
AMEDAS,1,0,1
CYD,2,0,1
KLEVIS,1,0,1
LIONALDO,4,0,4
ROCICLEI,1,0,1
UILIS,3,0,3
MALVINO,11,0,11
DEIVESON,3,0,3
EULINO,8,0,8
ITIBIRIÇÁ,1,0,1
BASILISIA,1,1,0
RODRIGUS,1,0,1
EDILÚCIA,2,2,0
IRANDER,2,1,1
JUVENAL,849,1,819
GYLCÉRIO,1,0,1
ESMENÍCIA,1,1,0
REGILDE,2,2,0
KREYCIELE,1,1,0
DEUZIMAR,65,10,53
DENECIR,3,0,3
SIRO,7,0,7
HERVINO,1,0,1
SEGIANO,1,0,1
BRIZAMAR,1,0,1
SIMONILDES,1,0,1
EGILEDA,1,1,0
LEDUARDO,1,0,1
KELLENSON,4,0,4
VALNETE,3,3,0
DIERSON,1,0,1
ARISTARCO,4,0,4
IZOLETE,16,15,0
ODILO,60,0,59
EDIPHO,1,0,1
ANOTAIR,1,0,1
HILLER,1,0,1
FAIRUSE,1,1,0
CELBER,2,0,2
ZAFIRA,5,3,0
MENZAQUE,1,0,1
LINDAUREA,1,1,0
ERLANDO,6,0,6
ELIDÔNIO,1,0,1
EONINGTON,1,0,1
GILCELINA,1,1,0
GEISA,70,64,0
DEVENITA,1,1,0
TÁCIA,2,2,0
LANTENEY,1,0,1
DOEQUE,1,0,1
DJANIRA,74,67,1
JOSSUÉ,1,0,1
JEOVAHINTO,3,0,1
MERCIDES,8,1,6
GIRLAN,5,0,5
IVELTON,4,0,4
ALBANEIDE,1,1,0
GLAISON,3,0,3
SININGER,4,0,2
ANDREANE,3,3,0
MAISSON,2,0,2
HIPÓLITA,1,1,0
REMILSON,18,0,18
CLEODSON,5,0,4
MITTERMAYER,1,0,1
CLEBION,1,0,1
ALZINA,4,4,0
SANTINHO,11,0,10
JOSANILTON,1,0,1
DIOSMA,2,2,0
IOSETE,1,0,1
ORI,6,0,6
ANAMIR,1,1,0
JOÍRA,1,1,0
ILCREIA,1,1,0
GENIMAR,5,3,2
VINDILINO,1,0,1
GILCILEA,2,2,0
ALIK,2,2,0
RUBNERIA,1,1,0
FRIEDRICH,2,0,2
WITAL,1,0,1
CHRISLANDIA,1,1,0
ZANÔNIAS,1,0,1
CONSTANTINA,5,5,0
ROZIVA,3,3,0
ALLIER,4,0,4
GELDRE,2,0,1
HELEODORO,4,0,4
CLEMILSON,58,0,54
AGENER,1,0,1
MONTGOMERY,1,0,1
SINIVAL,7,0,6
ALANCARDEX,1,0,1
ELIVANY,3,1,2
GESSILA,2,2,0
UBSTER,2,0,2
ROZELEI,3,2,1
ZENÍCIO,1,0,1
DÊNIS,20,0,18
VULKS,1,0,1
ELIANDSON,1,0,1
WANA,2,2,0
ELINDIR,2,0,2
VENUZAN,3,0,3
RAINOLDO,6,0,6
ERILANE,3,2,1
SOELIA,1,1,0
SUSYANE,2,2,0
JOZINETE,1,1,0
RONNI,7,0,6
KATSONARA,1,1,0
GISLEANE,1,1,0
EDVIR,1,0,1
LUCIEDSON,5,0,5
JODAIAS,2,0,2
LEOZILDA,4,4,0
LIDINEI,3,1,2
ALBIM,3,0,3
SIRNEYA,1,1,0
NORMANDA,2,2,0
KESYA,1,1,0
EDOILSON,1,0,1
JOSEMÍLIO,1,0,1
JOSENILZA,6,6,0
ÉDIPO,2,0,2
ERCELINO,4,0,4
SILENA,3,3,0
NAÉRCIO,2,0,2
GRACIVALDA,2,1,0
IVANDERLI,1,0,1
EDEMILDO,4,0,4
ELLINGTON,1,0,1
ROSELEU,1,0,1
IOLGA,1,1,0
MERCIA,84,82,0
ORDALINO,15,0,14
ISÓRIO,1,0,1
IRALETE,1,1,0
INOCENCIO,50,0,45
DIMARINA,4,4,0
NEURELISA,1,1,0
BENEDETTO,1,0,1
BENAVENOR,1,0,1
KENNER,4,0,3
ROSIMEYRE,6,6,0
ANÉLIO,3,0,3
IRIDÃ,1,1,0
ARODINALDO,4,0,3
CLEMES,1,0,1
CLARI,22,11,11
ROBENILDO,13,0,13
WENDEL,112,0,109
LUZINELHA,1,1,0
IROMILDES,1,1,0
GEREONIDES,1,1,0
MEIRELENE,1,1,0
LUTHÉRO,1,0,1
VIGNA,1,1,0
NILZELI,1,1,0
EDVANDA,7,7,0
SÍGLIA,1,1,0
AGUILAR,24,0,19
ILTRE,1,0,1
WAVELL,1,0,1
ALEDINER,4,0,2
HORTENCIO,21,0,20
RAVISO,2,0,2
ILEMÁRCIO,1,0,1
JANDA,2,1,0
WILLAS,3,0,3
GENISE,3,3,0
INELDO,1,0,1
NEMEZIANO,1,0,0
ANAYR,2,2,0
ARNILDO,83,0,83
ERNANIS,2,0,2
ALDEIDES,4,4,0
DILERMANDO,92,0,88
NADIEJE,2,2,0
JOLCEMIR,2,0,2
JELSIVAN,1,0,1
UALLAS,2,0,2
ERIJANCE,1,1,0
VALIN,1,0,1
ELVES,55,0,54
ILANDERIS,1,0,1
MELQUÍADES,9,1,7
NATSON,1,0,1
WILCLE,1,0,1
WALDEMY,1,0,1
MIRANEDE,1,1,0
ORBANITA,1,1,0
FRAGAS,1,0,1
ROBSSON,1,0,1
ERMÍNIA,1,1,0
OACIR,6,0,6
HELIONIS,1,0,1
HELISÂNGELO,1,0,1
EUDERIO,2,0,2
ERBET,5,0,5
WEIDA,1,1,0
SIDNELSON,4,0,3
ROSELI,1047,1004,2
ACLECIMONE,2,0,2
RUZIANO,1,0,1
LOADIR,1,0,1
GEOWANNA,1,1,0
ELANIA,19,17,0
ENELICE,4,4,0
MAICOM,4,0,4
JAILDE,6,6,0
JOSENBERG,2,0,2
RAFIC,1,0,1
NADJARA,4,3,0
QUEILLA,1,1,0
SENIDES,1,1,0
ZANONE,4,0,4
SIDJANIO,3,0,3
NICELLI,1,0,0
THAILLA,1,1,0
OSEILTO,3,0,3
ITALAS,1,0,1
LUZIER,1,0,1
PÉRICLES,59,1,47
IRAQUE,1,0,1
ADLA,1,1,0
CATARINO,77,0,75
WIVVIANE,1,1,0
IZIR,1,0,1
IAPORAM,1,0,1
SILENE,97,92,1
LERIDA,3,3,0
FRANCALACY,3,3,0
JOSE,69706,62,65885
EDIVANALDO,2,0,2
LUSVÂNIA,1,1,0
RALINDO,1,0,1
WELLINGSON,3,0,3
CELENILDO,1,0,1
HORACINA,2,2,0
KAISER,5,0,5
SHEILEY,1,1,0
IRANÃN,1,0,0
JAVAS,1,0,1
VANDREI,1,0,1
ADENAILTON,3,0,3
GIMINIANO,4,0,4
LEANDRIUS,1,0,0
LANIEL,1,0,1
ALBONIR,1,0,1
RAMIER,1,0,1
BETANEA,3,2,0
JOSELDA,1,1,0
ITARONI,1,0,1
VACENIR,1,1,0
ITANAEL,5,0,5
GILE,2,0,2
JOSVALDO,1,0,1
ARISTONIDES,11,0,11
ATENAIDE,2,2,0
MOIZES,78,0,74
LIDIO,166,0,160
ONETE,4,1,3
SANTUZA,1,1,0
ORNELINDA,1,0,0
EUFRÂNIO,1,0,1
SENILVA,1,1,0
LUIS,6989,2,6566
NOBUCO,1,1,0
AUSBERTO,1,0,1
ADER,7,1,5
GILMARIO,57,0,56
STEFANE,4,3,0
LINDERBAL,2,0,1
LUCICLEIDES,1,1,0
NASARENO,6,0,6
NEUSETE,5,4,0
MARIMONE,1,1,0
NATAIR,15,4,11
LAILCE,1,1,0
CILEUZA,3,3,0
ALIZIANE,1,1,0
ROBERTINA,2,2,0
ERINETE,4,4,0
ERALTON,1,0,1
CARMESILVA,1,1,0
ILETES,1,1,0
MITCHELL,3,0,3
GALILEU,27,0,24
CLÁUDIA,292,268,1
ALMORE,1,1,0
WEVER,2,0,2
TERESINO,2,0,2
REGINALICE,1,1,0
CALMITO,1,0,1
CLAUTEVIR,1,0,1
ERITÂNIA,1,1,0
LESENI,1,1,0
CLEDON,1,0,1
DAULIRIO,1,0,1
DALVENA,1,1,0
DOLCINDO,1,0,1
LEOBRAZ,1,0,1
ADINEILTON,2,0,2
RAILSON,44,0,41
ALMERY,4,4,0
OSOISA,4,3,0
ZIDIEL,1,0,1
CLAUDINHO,1,0,1
OLI,35,0,35
NENEGILDO,3,0,3
RAQUISSON,1,0,1
EDJOSE,1,1,0
EDOMÊNIO,1,0,1
STANISLEYA,1,1,0
IVELIS,4,1,0
NATALE,2,1,1
GERLÂNIA,2,2,0
VALACIR,5,1,4
TERACY,1,1,0
ARQUIAS,1,0,1
PETRUS,6,0,5
AZIZ,24,0,20
VALDEÍSA,1,1,0
DIJERSON,1,0,1
GELCILANE,1,1,0
ORVALINO,7,0,7
FLÁZIO,1,0,1
CAMYLO,1,0,1
ROSIMAIRY,1,1,0
MELVIS,2,0,2
ROSEVETTI,1,1,0
DILOM,2,0,2
FRANCYANNE,1,1,0
RAIDAR,4,0,4
WOLNEI,28,0,28
ROBERVANIA,1,1,0
NILVANY,1,1,0
EDGLE,1,0,1
EUSMARI,1,1,0
HELIMAR,6,1,5
MAYLA,4,2,0
OBIRAJARA,1,0,1
NEIDIANE,3,3,0
AURIMEDES,1,0,1
VALDIEL,1,0,1
ALDAISO,1,0,1
FLORIDES,1,0,1
CLAUDEVIR,6,0,6
DEOLINA,1,1,0
POLLIANY,1,1,0
MACEMINO,4,0,4
DORIA,2,2,0
JONEZA,1,1,0
UYNAJAH,1,0,1
SEZAR,15,0,10
WERNER,61,0,53
ANAMARIA,12,11,0
HEROILMA,3,0,0
VALDIZÁ,1,0,1
ROSIDEA,2,2,0
DEUZALDINA,1,1,0
OSNILDO,31,0,31
GIZELDA,31,30,1
RUSINELTE,1,0,1
CLEIDOMIR,1,0,0
BORES,4,0,4
BIRAJÁ,1,0,1
DOMINICE,1,1,0
JOLDEQUE,1,0,1
JUEDY,1,1,0
JUCIMARIO,11,0,8
NADALLY,1,1,0
SELVO,6,0,6
AEVERTON,1,0,1
EDMAR,1016,19,944
ARAQUEM,5,0,5
JORIMAR,7,0,7
MATTISON,1,0,1
IDILIS,2,0,2
WANDEILSON,1,0,1
GENIVA,2,0,2
ROSENBERGUE,1,0,1
ALGEZIRO,1,0,1
NAELITON,3,0,3
JADILMA,1,1,0
ELIEUBEM,1,0,1
ODENIZE,3,3,0
DANUTA,3,3,0
WOLMER,5,0,3
MILBURGES,1,1,0
SOLTERINO,2,0,2
IDIVAN,6,0,3
BEATRICE,2,1,0
AIDEE,2,2,0
ROZELEIDE,2,2,0
AMENIR,2,2,0
SIDINELSON,3,0,3
CLERIS,5,0,5
GERONIL,6,0,6
ADONILTON,2,0,2
STHELLA,1,1,0
CHANGUIA,1,1,0
OZANIR,6,4,2
MARINETI,3,3,0
EUZETE,7,2,4
MARNI,2,1,1
GIDERLEY,1,0,1
ANARCISO,1,0,1
OZIAS,113,0,105
EUILMA,2,2,0
JUCENIR,13,2,10
AMARYLDO,1,0,1
OSWANDA,1,1,0
MARINDA,6,6,0
LICÉDIO,1,0,1
JORDELICE,3,3,0
DIOGENIR,2,0,2
ER,1,0,1
SALÉSIO,27,0,27
JEOVONI,1,0,1
ANAILZE,2,2,0
EGI,2,2,0
VOLMEI,2,0,2
MARILAIDE,1,1,0
JERFFERSON,10,0,8
JANSLEI,1,0,1
REGINILDE,1,1,0
ADEMI,24,2,22
GELCINEY,1,0,1
DELZA,32,32,0
ASMIR,2,1,1
HERMELINA,2,2,0
EUCLIBERTO,1,0,1
GENEZIANO,4,0,4
JAEL,19,10,5
ROVILSON,48,0,37
ALVENICE,2,2,0
THEMISTOCLES,15,0,8
LUCIL,1,0,0
ADAUBERTO,2,0,2
NÉRICO,1,0,1
HONORO,1,0,1
CLANUZIA,1,1,0
ELIZORFO,2,0,2
ARIOLINA,1,0,0
EVERÍCIO,1,0,1
JULITO,2,0,2
DEOCLACINA,1,1,0
ÉGIDE,1,1,0
GEMILTON,2,0,2
BYANCA,1,1,0
CHEIDER,1,0,1
ERISVANDA,5,4,0
GEDOR,4,0,4
AURELITA,6,6,0
BERNADETO,1,0,1
DIONILSO,5,0,0
LACIER,2,0,2
WIDMAN,1,0,1
NICOLSON,2,0,1
RUYZ,1,0,1
ELEN,44,39,2
SIDILANE,1,1,0
CASTORINA,9,8,0
DEOCLECIA,1,1,0
JORACIL,1,1,0
ALDÉRICO,7,0,7
ORIEBER,1,0,1
VADENIR,2,0,2
ALGEO,1,0,1
ALDAIZ,2,0,1
LEANDRIO,1,0,1
ELIOVÂNIA,1,1,0
JOSAMIR,1,0,1
FAGNA,2,2,0
WAYDE,1,0,1
ILIETE,4,4,0
EZY,1,0,1
ODORMAN,3,0,3
CLEY,8,1,7
MICÉLIA,3,2,0
ENILDETE,1,1,0
JOBERVAL,6,0,5
JERSINO,1,0,1
ALEXO,1,0,0
VERONICA,340,315,2
SILDEIR,4,0,4
IVSON,12,0,11
GENEON,1,0,1
SEZER,1,0,1
LÁDMO,1,0,1
JACILÉIA,2,2,0
ALDRY,1,0,1
CRISTINETE,3,3,0
CYLENE,2,2,0
JOMH,1,0,1
DARCIONI,1,0,1
CLAUDIONETO,1,0,0
GILTERNEY,2,0,2
WASHINHTON,1,0,1
LIDENE,1,1,0
VANDELCIRA,1,1,0
WALDEMIRO,72,0,65
ISPER,1,0,1
DELECINO,1,0,1
GILVANIRA,1,1,0
CLEUNICE,100,99,0
RISETY,1,1,0
VIANES,3,0,3
ECILANE,1,1,0
ANATAL,1,0,1
ILTOM,1,0,1
LÉA,54,50,0
ERICINO,2,0,2
JOZIVANE,2,2,0
CERMO,1,0,1
BERNARDES,1,0,1
SETIMIO,2,0,2
CLEOPLINIO,6,0,4
OSMAZILIA,1,1,0
LEONETE,24,23,0
DARIL,6,0,5
NOUREDIM,1,0,1
JUSCELI,10,7,3
JOSERLEI,1,0,1
GALDIERE,1,1,0
GLANDINO,2,0,2
DORILMA,1,1,0
GIVALCIR,1,0,1
APOLÔNIA,1,1,0
OSWINO,1,0,1
VERASSONIA,1,1,0
JAYNE,3,3,0
CRISLANDIA,1,1,0
KILSON,7,0,6
DUCELIA,1,1,0
IZAMARIO,3,0,3
BENEZILDA,1,1,0
ESMAILTO,1,0,1
CARISA,1,1,0
CHANTER,5,0,3
RUBENICE,3,3,0
RISONILSON,2,0,2
VILAINE,1,1,0
DUMARA,2,2,0
WÁLIA,1,1,0
ELENALDO,24,0,23
CLARETE,9,5,4
ROZEANE,4,4,0
JAQUITAN,1,0,1
IVAYR,3,0,2
JANDES,2,0,2
VANDERBERG,1,0,1
DÓRIAN,2,2,0
IDIS,2,1,1
ROBLEDO,13,0,10
RISALVO,1,0,1
CRISCIELE,1,1,0
ALDENISON,1,0,1
THARCILIO,1,0,1
PERCIO,25,0,25
FELISSIO,1,0,1
EDINOELSON,1,0,1
CLETHO,3,0,0
DEODSON,1,0,1
EDENOR,1,0,1
OZILEIA,2,2,0
VANILES,2,0,2
GOTARDO,2,0,2
DAIANE,163,157,1
NADEA,2,1,0
GILTAMAR,4,0,4
WALITON,1,0,1
MORECI,3,0,3
ZALMAIR,2,0,2
ISANILDE,2,1,0
NIVÂNIA,2,1,0
NECIVAL,4,0,4
NASIONILIA,1,1,0
ILNEIA,1,1,0
MARQUECUEL,1,0,1
LUVECI,3,0,3
ALBANY,8,2,6
DODSOM,2,0,1
ZARIFA,2,2,0
VAMBERTO,24,0,23
GLENDIA,1,0,0
ADELCO,3,0,3
ANAILDO,10,0,10
MARACILDA,1,1,0
RUDICIVAL,1,0,1
LAELMA,4,4,0
ANTONILIO,1,0,1
LIMARY,1,1,0
ARIQUERNE,1,0,1
SALMERON,15,0,15
DYUNA,1,1,0
HANARI,1,1,0
ANOIZIO,2,0,2
IZIDORO,57,1,56
EDNAUSA,1,1,0
DIRLENES,2,0,2
ELISNETE,1,1,0
ROCHELLE,4,2,2
ALCIDENEI,1,0,1
NICEIA,15,14,1
PANCRÁCIO,1,0,1
PERICLE,1,0,1
CLEIDILENE,6,4,0
ROSALCO,3,0,3
MACILIO,3,0,3
ALMERITO,7,0,7
JORDILEY,3,0,3
ELIN,5,1,3
ADIVIO,1,0,0
JOSSIENE,2,2,0
EZILIO,1,0,1
SALOME,5,4,1
RIBEIRINHA,2,0,2
THIALES,1,0,1
VALEA,1,1,0
RINUCCIA,1,1,0
FRANCILADIA,1,1,0
CLEUDINEIA,2,2,0
ROMÃRIO,1,0,1
GEAZE,2,0,2
HAMURABE,2,0,2
GERDESSON,1,0,1
ADAÍRES,1,0,1
WALTENIR,18,0,17
GEDIELSON,3,0,3
ZESE,1,1,0
RHENNER,1,0,0
JOCELMA,10,10,0
ABELARIO,1,0,1
ELIZIONE,1,0,1
REGINILDA,1,1,0
ARCÂNGELO,3,0,3
KAOREWIGI,1,0,1
WELISGTON,1,0,1
ACLIS,1,0,1
WARLEISON,1,0,1
GRASCYELLEN,1,1,0
CLAUNIZA,1,0,0
IRVANDO,4,0,4
JUARIZA,1,1,0
ERCILUCIA,1,1,0
ANDICLEITON,1,0,1
ORLANDIA,3,3,0
NÍDIME,1,1,0
JERIVAN,1,0,1
CAINHARA,1,1,0
RUTISTAQUINHO,1,0,1
WALBERTY,1,0,1
DINORI,1,0,1
ERINEUSA,2,2,0
DEI,1,0,1
ROGERO,1,0,1
JURANILDES,2,1,0
ILSO,49,0,49
MIBER,1,0,1
HELENILCE,1,1,0
ODISSÉIA,1,1,0
EDAIRLEI,1,0,1
MIRELLY,3,2,0
LANOEL,1,0,0
SIDNEI,1043,3,988
JARDENIEL,2,0,2
JUARÊS,5,0,3
ANDERLEIA,2,2,0
MERIO,3,0,3
JOSIAN,3,0,3
MATUZAEL,2,0,2
LORINES,1,1,0
MAPHEU,1,0,1
CATLEN,1,1,0
ALZERI,4,1,3
LALEMÃ,1,0,1
ULELIS,1,0,1
LEURACEMA,1,1,0
IBIRITÊ,1,0,1
ADENIZE,5,5,0
CLODOIR,6,0,6
ALCÉIA,1,1,0
DERLEI,6,1,5
ERCEU,1,0,1
ANÔNIO,1,0,1
IONADSON,1,0,1
RORDAO,1,0,1
RADILEY,1,0,1
VALDENEIA,1,1,0
SATURNINHO,1,0,1
NEUCILEA,1,1,0
HELINETY,1,1,0
ALGINDO,1,0,1
RANETE,2,2,0
EDYSSANDRO,2,0,1
MARSOEL,1,0,1
CLÍVIO,1,0,1
GORETTI,6,6,0
UEMISON,3,0,3
HERIVELTON,17,0,17
LEONÍSIO,4,0,4
