"firstName","total","female","male","totalFound","pr_women"
"roverton",1,0,1,1,0
"rovesio",2,0,2,2,0
"rovilho",1,0,1,1,0
"rovilio",5,0,5,5,0
"rovilso",1,0,1,1,0
"rovilson",48,0,37,37,0
"rovinaldo",1,0,1,1,0
"roviner",1,0,1,1,0
"rovirso",1,0,1,1,0
"rovirson",2,0,2,2,0
"rovojaimes",2,0,2,2,0
"rovylson",1,0,1,1,0
"rowan",2,0,2,2,0
"rowilson",6,0,6,6,0
"roy",11,0,5,5,0
"royalison",1,0,1,1,0
"royce",3,0,2,2,0
"royfer",1,0,1,1,0
"royston",2,0,2,2,0
"rozaldo",1,0,1,1,0
"rozalho",4,0,4,4,0
"rozalino",5,0,5,5,0
"rozalio",5,0,5,5,0
"rozálio",2,0,2,2,0
"rozalves",2,0,2,2,0
"rozalvo",2,0,2,2,0
"rozan",4,0,2,2,0
"rozangelo",1,0,1,1,0
"rozano",6,0,6,6,0
"rozario",1,0,1,1,0
"rozário",1,0,1,1,0
"rozauro",1,0,1,1,0
"rozeimar",1,0,1,1,0
"rozel",1,0,1,1,0
"rozelio",3,0,2,2,0
"rozélio",1,0,1,1,0
"rozelito",1,0,1,1,0
"rozembeg",1,0,1,1,0
"rozemberg",5,0,5,5,0
"rozemir",2,0,2,2,0
"rozemirio",1,0,1,1,0
"rozemiro",4,0,4,4,0
"rozenaldo",7,0,7,7,0
"rozenan",2,0,2,2,0
"rozendo",19,0,19,19,0
"rozendy",1,0,1,1,0
"rozene",1,0,1,1,0
"rozeneis",1,0,1,1,0
"rozenildo",18,0,18,18,0
"rozenilo",5,0,3,3,0
"rozenilson",1,0,1,1,0
"rozenilton",2,0,2,2,0
"rozenio",3,0,3,3,0
"rozênio",1,0,1,1,0
"rozenito",2,0,2,2,0
"rozeno",2,0,2,2,0
"rozental",4,0,4,4,0
"rozentino",1,0,1,1,0
"rozenvaldo",2,0,2,2,0
"rozeval",3,0,3,3,0
"rozevaldo",4,0,2,2,0
"rozevel",1,0,1,1,0
"rozevelt",1,0,1,1,0
"rozevete",3,0,3,3,0
"roziel",2,0,2,2,0
"rozil",4,0,4,4,0
"rozildo",9,0,9,9,0
"rozilson",1,0,1,1,0
"rozimbo",3,0,3,3,0
"rozimildo",1,0,1,1,0
"rozinaldo",15,0,13,13,0
"rozine",1,0,1,1,0
"rozineudo",2,0,2,2,0
"rozito",1,0,1,1,0
"rozival",6,0,6,6,0
"rozivaldo",9,0,9,9,0
"rozivan",1,0,1,1,0
"rozivano",2,0,2,2,0
"rozivar",1,0,1,1,0
"ruan",18,0,18,18,0
"ruancarlo",1,0,1,1,0
"ruanito",2,0,1,1,0
"ruanlemberg",1,0,1,1,0
"ruarinho",1,0,1,1,0
"rubanisio",1,0,1,1,0
"rubayat",1,0,1,1,0
"rubben",2,0,2,2,0
"rubber",2,0,2,2,0
"rube",5,0,5,5,0
"rubeci",1,0,1,1,0
"rubeclenio",2,0,2,2,0
"rubecy",1,0,1,1,0
"rubelene",2,0,2,2,0
"rubeli",1,0,1,1,0
"rubélio",1,0,1,1,0
"rubelvandson",2,0,2,2,0
"rubem",390,0,354,354,0
"rubemildo",1,0,1,1,0
"rubemir",5,0,5,5,0
"ruben",97,0,90,90,0
"rúben",1,0,1,1,0
"rubenaldo",8,0,8,8,0
"rubenei",2,0,2,2,0
"rubeneio",1,0,1,1,0
"rubeneuton",5,0,1,1,0
"rubeney",3,0,3,3,0
"rubenez",1,0,1,1,0
"rubeni",3,0,3,3,0
"rubenicio",2,0,1,1,0
"rubenigos",1,0,1,1,0
"rubenil",7,0,7,7,0
"rubenildo",12,0,12,12,0
"rubenilson",22,0,22,22,0
"rubenilton",8,0,8,8,0
"rubenir",6,0,6,6,0
"rubenito",8,0,6,6,0
"rubenixson",6,0,4,4,0
"rubenlucio",1,0,1,1,0
"rubenon",1,0,1,1,0
"rubéns",4,0,4,4,0
"rúbens",1,0,1,1,0
"rubenslei",2,0,1,1,0
"rubensmar",5,0,5,5,0
"rubensnaete",1,0,1,1,0
"rubensval",4,0,4,4,0
"rubenval",7,0,6,6,0
"rubenvaldo",3,0,3,3,0
"rubeny",1,0,1,1,0
"ruber",5,0,4,4,0
"ruberci",4,0,4,4,0
"rubergil",1,0,1,1,0
"ruberio",2,0,2,2,0
"rubério",2,0,2,2,0
"ruberlan",2,0,2,2,0
"ruberlandio",3,0,3,3,0
"ruberlândio",1,0,1,1,0
"ruberlandson",2,0,2,2,0
"ruberlane",1,0,1,1,0
"ruberlano",1,0,1,1,0
"ruberlei",12,0,12,12,0
"ruberlene",1,0,1,1,0
"ruberley",2,0,2,2,0
"rubernei",6,0,5,5,0
"rubernilson",3,0,2,2,0
"ruberpaulo",1,0,1,1,0
"rubersandre",1,0,1,1,0
"ruberson",3,0,3,3,0
"rubert",4,0,3,3,0
"rubertandi",2,0,2,2,0
"ruberto",8,0,8,8,0
"ruberval",78,0,73,73,0
"rubervalde",1,0,1,1,0
"rubervaldo",4,0,4,4,0
"rubervan",9,0,9,9,0
"rubervane",1,0,1,1,0
"rubervany",1,0,1,1,0
"rubes",5,0,5,5,0
"rubesmar",1,0,1,1,0
"rubesney",1,0,1,1,0
"rubeval",7,0,7,7,0
"rubevalde",1,0,1,1,0
"rubevaldo",7,0,7,7,0
"rubevemerim",2,0,2,2,0
"rubi",12,0,12,12,0
"rubiano",2,0,2,2,0
"rubião",1,0,1,1,0
"rubiche",1,0,1,1,0
"rubiclei",1,0,1,1,0
"rubie",3,0,3,3,0
"rubiê",1,0,1,1,0
"rubier",1,0,1,1,0
"rubilan",3,0,3,3,0
"rubilar",11,0,10,10,0
"rubilei",3,0,3,3,0
"rubilson",2,0,2,2,0
"rubim",1,0,1,1,0
"rubimar",3,0,3,3,0
"rubin",5,0,5,5,0
"rubinaldo",19,0,18,18,0
"rubinario",2,0,2,2,0
"rubinei",3,0,3,3,0
"rubiner",1,0,1,1,0
"rubiney",2,0,2,2,0
"rubino",3,0,2,2,0
"rubinson",1,0,1,1,0
"rubio",10,0,10,10,0
"rúbio",2,0,2,2,0
"rubirval",1,0,1,1,0
"rubis",1,0,1,1,0
"rubisael",4,0,4,4,0
"rubisdean",1,0,1,1,0
"rubislandio",1,0,1,1,0
"rubismar",11,0,11,11,0
"rubisnei",2,0,2,2,0
"rubisney",1,0,1,1,0
"rubison",1,0,1,1,0
"rubisval",4,0,4,4,0
"rubisvan",1,0,1,1,0
"rubival",2,0,2,2,0
"rubivaldo",2,0,2,2,0
"rubivar",2,0,2,2,0
"rubizaldo",1,0,1,1,0
"rubjaneo",1,0,1,1,0
"rubmaier",1,0,1,1,0
"rubnes",1,0,1,1,0
"rubney",1,0,1,1,0
"rubnilson",4,0,4,4,0
"rubrivaldo",1,0,1,1,0
"rubsmar",4,0,4,4,0
"rubsnei",1,0,1,1,0
"rubson",23,0,21,21,0
"rúbson",1,0,1,1,0
"rubstene",1,0,1,1,0
"ruby",1,0,1,1,0
"rubylan",1,0,1,1,0
"rucart",1,0,1,1,0
"ruchdi",1,0,1,1,0
"ruciel",1,0,1,1,0
"rucikelly",1,0,1,1,0
"rucimar",1,0,1,1,0
"rud",1,0,1,1,0
"ruda",2,0,1,1,0
"rudar",2,0,2,2,0
"ruddy",1,0,1,1,0
"rude",1,0,1,1,0
"rudeglan",1,0,1,1,0
"rudelmar",1,0,1,1,0
"rudemar",6,0,6,6,0
"rudemberg",2,0,2,2,0
"rudendoger",1,0,1,1,0
"rudeneu",1,0,1,1,0
"rudenio",1,0,1,1,0
"ruder",1,0,1,1,0
"rudercir",1,0,1,1,0
"ruderico",1,0,1,1,0
"ruderval",3,0,3,3,0
"rudeval",1,0,1,1,0
"rudiard",1,0,1,1,0
"rudibert",3,0,3,3,0
"rudiberto",4,0,4,4,0
"rudicir",1,0,1,1,0
"rudicival",1,0,1,1,0
"rudiclei",1,0,1,1,0
"rudilvam",1,0,1,1,0
"rudimarcio",1,0,1,1,0
"rudimir",2,0,2,2,0
"rudinei",119,0,118,118,0
"rudineio",2,0,2,2,0
"rudineis",1,0,1,1,0
"rudinel",2,0,2,2,0
"rudinelson",1,0,1,1,0
"rudiney",11,0,11,11,0
"rudinez",1,0,1,1,0
"rudio",3,0,3,3,0
"rudis",3,0,2,2,0
"rudisney",3,0,3,3,0
"rudison",2,0,2,2,0
"rudival",27,0,26,26,0
"rudivaldo",2,0,2,2,0
"rudivalte",1,0,1,1,0
"rudivan",1,0,1,1,0
"rudley",1,0,1,1,0
"rudmar",5,0,5,5,0
"rudnei",22,0,21,21,0
"rudney",28,0,27,27,0
"rudnney",1,0,1,1,0
"rudolf",17,0,14,14,0
"rudolfo",9,0,9,9,0
"rudolph",1,0,1,1,0
"rudrigo",4,0,4,4,0
"rudson",28,0,20,20,0
"rudver",1,0,1,1,0
"rudy",17,0,16,16,0
"rudymar",2,0,2,2,0
"rudynei",1,0,1,1,0
"rufe",1,0,1,1,0
"rufino",80,0,75,75,0
"rufinus",5,0,4,4,0
"rufius",1,0,1,1,0
"rugemar",1,0,1,1,0
"rugesmar",1,0,1,1,0
"rugle",1,0,1,1,0
"rugles",1,0,1,1,0
"ruguismar",2,0,2,2,0
"ruguivan",2,0,2,2,0
"ruhan",3,0,3,3,0
"rui",1124,0,1023,1023,0
"ruí",1,0,1,1,0
"ruiane",2,0,2,2,0
"ruibergue",1,0,1,1,0
"ruibran",1,0,1,1,0
"ruici",2,0,2,2,0
"ruicy",1,0,1,1,0
"ruidelvan",1,0,1,1,0
"ruidemar",2,0,2,2,0
"ruidemberg",1,0,1,1,0
"ruiderval",1,0,1,1,0
"ruidiard",3,0,3,3,0
"ruidinilson",1,0,1,1,0
"ruidivaldo",2,0,2,2,0
"ruil",1,0,1,1,0
"ruilon",1,0,1,1,0
"ruilton",2,0,2,2,0
"ruimar",25,0,25,25,0
"ruímar",1,0,1,1,0
"ruimario",1,0,1,1,0
"ruimário",1,0,1,1,0
"ruinaldo",1,0,1,1,0
"ruinei",8,0,8,8,0
"ruinete",3,0,3,3,0
"ruiney",2,0,2,2,0
"ruiolan",2,0,2,2,0
"ruipenalva",1,0,1,1,0
"ruipter",1,0,1,1,0
"ruirey",1,0,1,1,0
"ruisdaiel",2,0,2,2,0
"ruisomero",1,0,1,1,0
"ruiteblan",1,0,1,1,0
"ruiter",27,0,24,24,0
"ruitervaldo",1,0,1,1,0
"ruither",1,0,1,1,0
"ruitter",2,0,2,2,0
"ruivaldo",9,0,9,9,0
"ruiverson",2,0,2,2,0
"ruiz",6,0,6,6,0
"rujane",1,0,1,1,0
"rujani",1,0,1,1,0
"rulian",2,0,2,2,0
"ruligles",1,0,1,1,0
"ruliglês",1,0,1,1,0
"rumao",3,0,3,3,0
"rumão",10,0,10,10,0
"rumenick",1,0,1,1,0
"rumenigue",1,0,1,1,0
"rumeu",4,0,2,2,0
"rumilde",1,0,1,1,0
"rumildo",3,0,3,3,0
"rummenigge",2,0,2,2,0
"rundinell",1,0,1,1,0
"runi",1,0,1,1,0
"runier",1,0,1,1,0
"runivaldo",2,0,1,1,0
"runoval",1,0,1,1,0
"rupert",1,0,1,1,0
"ruperto",2,0,2,2,0
"rupiara",1,0,1,1,0
"ruraldo",3,0,2,2,0
"ruricis",1,0,1,1,0
"ruriel",1,0,1,1,0
"rusbimario",1,0,1,1,0
"rusbimário",1,0,1,1,0
"rusdael",2,0,2,2,0
"rusdaell",1,0,1,1,0
"rusdail",1,0,1,1,0
"rusdelberto",2,0,2,2,0
"rusemberg",3,0,2,2,0
"rusembergue",3,0,3,3,0
"ruservelt",1,0,1,1,0
"rusevel",1,0,1,1,0
"rusever",2,0,2,2,0
"rusiano",1,0,1,1,0
"rusiel",1,0,1,1,0
"rusima",1,0,1,1,0
"rusinei",1,0,1,1,0
"rusinelte",1,0,1,1,0
"rúsiver",1,0,1,1,0
"ruslan",4,0,4,4,0
"rusley",3,0,3,3,0
"russam",1,0,1,1,0
"russel",5,0,5,5,0
"russely",1,0,1,1,0
"russem",1,0,1,1,0
"russiano",1,0,1,1,0
"russicarlos",1,0,1,1,0
"russilan",1,0,1,1,0
"rustan",1,0,1,1,0
"rustemberg",4,0,3,3,0
"rusten",1,0,1,1,0
"rustin",1,0,1,1,0
"rustison",1,0,1,1,0
"rusty",1,0,1,1,0
"rusvaldo",4,0,4,4,0
"rutelo",1,0,1,1,0
"rutemberg",8,0,8,8,0
"rutembergue",1,0,1,1,0
"rutenilson",1,0,1,1,0
"rutenio",6,0,6,6,0
"rutênio",3,0,2,2,0
"ruterbal",1,0,1,1,0
"ruteval",1,0,1,1,0
"rutherford",1,0,1,1,0
"ruthimar",1,0,1,1,0
"ruthinei",1,0,1,1,0
"rutilio",1,0,1,1,0
"rutílio",3,0,2,2,0
"rutilo",2,0,2,2,0
"rutinaldo",12,0,10,10,0
"rutines",1,0,1,1,0
"rutiomar",3,0,3,3,0
"rutistaquinho",1,0,1,1,0
"rutnei",2,0,2,2,0
"rutonio",1,0,1,1,0
"rutson",1,0,1,1,0
"ruvaldo",2,0,2,2,0
"ruvenete",1,0,1,1,0
"ruvie",1,0,1,1,0
"ruvier",3,0,2,2,0
"ruy",517,0,441,441,0
"ruydemberg",1,0,1,1,0
"ruyderlan",1,0,1,1,0
"ruymar",2,0,2,2,0
"ruynete",1,0,1,1,0
"ruyney",2,0,2,2,0
"ruynielson",1,0,1,1,0
"ruyolam",1,0,1,1,0
"ruytemberg",4,0,4,4,0
"ruyter",4,0,4,4,0
"ruyterbran",1,0,1,1,0
"ruyther",3,0,3,3,0
"ruyz",1,0,1,1,0
"ruzemar",1,0,1,1,0
"ruzemberg",1,0,1,1,0
"ruzenele",2,0,2,2,0
"ruzenilston",1,0,1,1,0
"ruzer",1,0,1,1,0
"ruzerte",1,0,1,1,0
"ruziano",1,0,1,1,0
"ruziel",1,0,1,1,0
"ruzimar",3,0,3,3,0
"ruzinaldo",2,0,2,2,0
"ruzio",1,0,1,1,0
"ruziomar",2,0,2,2,0
"ruzival",1,0,1,1,0
"ruzivan",4,0,2,2,0
"ruzivel",1,0,1,1,0
"ryan",1,0,1,1,0
"ryann",1,0,1,1,0
"rychardson",1,0,1,1,0
"rylber",1,0,1,1,0
"rylder",2,0,2,2,0
"rylk",1,0,1,1,0
"rynaldo",1,0,1,1,0
"ryo",1,0,1,1,0
"ryosmar",1,0,1,1,0
"saad",2,0,2,2,0
"saadh",1,0,1,1,0
"sabastiao",3,0,3,3,0
"sabastião",1,0,1,1,0
"sabatino",1,0,1,1,0
"saber",1,0,1,1,0
"sabimar",1,0,1,1,0
"sabiniano",2,0,2,2,0
"sabino",133,0,129,129,0
"sabir",1,0,1,1,0
"saboia",2,0,2,2,0
"sabóia",1,0,1,1,0
"sabrino",5,0,5,5,0
"sabta",1,0,1,1,0
"saburo",6,0,5,5,0
"sacadura",1,0,1,1,0
"sacramento",2,0,2,2,0
"sadao",9,0,7,7,0
"sadaque",1,0,1,1,0
"sadatian",1,0,1,1,0
"sadau",1,0,1,1,0
"sade",1,0,1,1,0
"sadi",270,0,264,264,0
"sadí",1,0,1,1,0
"sadib",2,0,2,2,0
"sadino",2,0,2,2,0
"sadinoel",4,0,2,2,0
"sadio",4,0,4,4,0
"sadir",10,0,10,10,0
"sadirlei",1,0,1,1,0
"sadiz",1,0,1,1,0
"sadnoel",2,0,2,2,0
"sadoc",8,0,7,7,0
"sadoque",1,0,1,1,0
"sadrach",1,0,1,1,0
"sadrack",6,0,6,6,0
"sadrak",2,0,2,2,0
"sadraque",13,0,12,12,0
"sadraqui",1,0,1,1,0
"sadson",2,0,2,2,0
"sadu",3,0,3,3,0
"sady",55,0,55,55,0
"sael",4,0,3,3,0
"sagan",1,0,1,1,0
"sagar",1,0,1,1,0
"sagesmon",1,0,1,1,0
"sagiano",1,0,1,1,0
"sagin",1,0,1,1,0
"ságuas",3,0,1,1,0
"sahid",7,0,5,5,0
"saidmar",1,0,1,1,0
"saidney",1,0,1,1,0
"saigon",1,0,1,1,0
"sailo",1,0,1,1,0
"saint",27,0,25,25,0
"saint-",1,0,1,1,0
"saint-clair",6,0,5,5,0
"saintclair",3,0,3,3,0
"saintt",1,0,1,1,0
"sairo",1,0,1,1,0
"saitan",1,0,1,1,0
"sakae",1,0,1,1,0
"sakai",1,0,1,1,0
"sakuo",2,0,2,2,0
"salaciel",5,0,4,4,0
"saladino",5,0,5,5,0
"salah",1,0,1,1,0
"salahedim",1,0,1,1,0
"salamao",1,0,1,1,0
"salanir",2,0,2,2,0
"salanuel",2,0,1,1,0
"salastiel",1,0,1,1,0
"salathiel",6,0,4,4,0
"salatiel",115,0,104,104,0
"salatier",2,0,2,2,0
"salatyel",7,0,7,7,0
"salazar",5,0,4,4,0
"saldanha",6,0,5,5,0
"saldeir",1,0,1,1,0
"saldi",1,0,1,1,0
"saldivar",1,0,1,1,0
"salecio",2,0,2,2,0
"saleh",3,0,2,2,0
"salem",1,0,1,1,0
"salemo",1,0,1,1,0
"saleno",2,0,1,1,0
"salermo",4,0,4,4,0
"sales",18,0,17,17,0
"salesio",59,0,59,59,0
"salésio",27,0,27,27,0
"saleto",1,0,1,1,0
"salezio",11,0,9,9,0
"salézio",9,0,9,9,0
"salgi",1,0,1,1,0
"salim",70,0,65,65,0
"salimem",1,0,1,1,0
"salimen",1,0,1,1,0
"salin",7,0,6,6,0
"salinho",1,0,1,1,0
"salino",3,0,3,3,0
"salio",1,0,1,1,0
"salito",1,0,1,1,0
"salium",2,0,2,2,0
"salizio",1,0,1,1,0
"sallu",3,0,3,3,0
"salme",1,0,1,1,0
"salmei",1,0,1,1,0
"salmeide",2,0,2,2,0
"salmeiron",1,0,1,1,0
"salmem",1,0,1,1,0
"salmen",1,0,1,1,0
"salmerom",2,0,2,2,0
"salmeron",15,0,15,15,0
"salmi",2,0,2,2,0
"salmim",1,0,1,1,0
"salmir",2,0,2,2,0
"salmiron",2,0,2,2,0
"salmita",1,0,1,1,0
"salmito",4,0,4,4,0
"salmo",42,0,39,39,0
"salmom",1,0,1,1,0
"salmon",12,0,10,10,0
"salmos",1,0,1,1,0
"salo",1,0,1,1,0
"saló",1,0,1,1,0
"saló-judson",1,0,1,1,0
"saloam",1,0,1,1,0
"saloeber",3,0,3,3,0
"salomao",102,0,81,81,0
"salomão",240,0,218,218,0
"salomit",1,0,1,1,0
"salomon",1,0,1,1,0
"salorylton",3,0,3,3,0
"salos",1,0,1,1,0
"salosmar",3,0,3,3,0
"salovy",1,0,1,1,0
"salu",5,0,5,5,0
"salum",3,0,3,3,0
"salumão",2,0,2,2,0
"saluniel",1,0,1,1,0
"salus",3,0,3,3,0
"sálus",1,0,1,1,0
"salustiano",60,0,59,59,0
"salustino",2,0,2,2,0
"salustio",1,0,1,1,0
"salustriano",3,0,3,3,0
"saluzinho",1,0,1,1,0
"salvair",1,0,1,1,0
"salvalino",1,0,1,1,0
"salvan",3,0,3,3,0
"salvandi",6,0,6,6,0
"salvandir",3,0,3,3,0
"salvanor",1,0,1,1,0
"salvarino",2,0,2,2,0
"salvato",2,0,2,2,0
"salvatore",1,0,1,1,0
"salvelino",1,0,1,1,0
"salvenor",1,0,1,1,0
"salvete",1,0,1,1,0
"salviano",42,0,42,42,0
"salvino",31,0,31,31,0
"salvio",31,0,31,31,0
"sálvio",19,0,18,18,0
"salvito",1,0,1,1,0
"salvo",7,0,7,7,0
"saly",1,0,1,1,0
"sam",1,0,1,1,0
"samaen",2,0,2,2,0
"samandal",1,0,1,1,0
"samarin",1,0,1,1,0
"samaritano",4,0,4,4,0
"samarone",12,0,12,12,0
"samaroni",5,0,3,3,0
"samaronio",1,0,1,1,0
"samauel",1,0,1,1,0
"same",9,0,8,8,0
"samek",1,0,1,1,0
"samer",5,0,5,5,0
"sami",12,0,10,10,0
"samiao",1,0,1,1,0
"samilton",1,0,1,1,0
"samir",143,0,129,129,0
"samiro",1,0,1,1,0
"samito",3,0,3,3,0
"samiton",1,0,1,1,0
"sammer",5,0,3,3,0
"sammes",1,0,1,1,0
"sammy",3,0,2,2,0
"samoel",60,0,56,56,0
"samuelito",1,0,1,1,0
"samuelson",5,0,5,5,0
"samurai",1,0,1,1,0
"samy",13,0,11,11,0
"samyr",7,0,6,6,0
"san",1,0,1,1,0
"sanatiel",2,0,2,2,0
"sancao",3,0,1,1,0
"sançao",2,0,2,2,0
"sanção",15,0,13,13,0
"sanches",2,0,1,1,0
"sancho",11,0,11,11,0
"sanchus",1,0,1,1,0
"sanclair",2,0,2,2,0
"sancle",1,0,1,1,0
"sanclei",1,0,1,1,0
"sancler",12,0,9,9,0
"sanclerio",1,0,1,1,0
"sancley",1,0,1,1,0
"sancleytton",2,0,2,2,0
"sand",1,0,1,1,0
"sândalo",1,0,1,1,0
"sandeclei",1,0,1,1,0
"sandegildo",1,0,1,1,0
"sandegy",3,0,3,3,0
"sandeivique",1,0,1,1,0
"sandemberg",4,0,3,3,0
"sanderens",1,0,1,1,0
"sanderlanio",1,0,1,1,0
"sanderlei",3,0,3,3,0
"sanderley",4,0,3,3,0
"sanders",1,0,1,1,0
"sandersom",1,0,1,1,0
"sanderson",26,0,23,23,0
"sânderson",1,0,1,1,0
"sandey",1,0,1,1,0
"sandi",7,0,7,7,0
"sandio",2,0,2,2,0
"sandivalde",1,0,1,1,0
"sandoclécio",1,0,1,1,0
"sandoelso",1,0,1,1,0
"sandoelson",1,0,1,1,0
"sandoka",1,0,1,1,0
"sandomar",1,0,1,1,0
"sandor",5,0,5,5,0
"sandorval",1,0,1,1,0
"sandosval",2,0,2,2,0
"sandoval",319,0,299,299,0
"sandovaldo",7,0,7,7,0
"sandreano",1,0,1,1,0
"sandrelio",1,0,1,1,0
"sandrenildo",1,0,1,1,0
"sandrerlon",1,0,1,1,0
"sandres",3,0,3,3,0
"sandrey",1,0,1,1,0
"sandrigue",3,0,3,3,0
"sândrigue",1,0,1,1,0
"sandrimar",3,0,3,3,0
"sandrini",1,0,1,1,0
"sandrismar",1,0,1,1,0
"sandro",1696,0,1569,1569,0
"sândro",2,0,2,2,0
"sandroaldo",1,0,1,1,0
"sandromar",3,0,3,3,0
"sandrosvaldo",1,0,1,1,0
"sandroval",1,0,1,1,0
"sandson",1,0,1,1,0
"sandulino",1,0,1,1,0
"sanedi",1,0,1,1,0
"sanelmo",1,0,1,1,0
"saner",3,0,3,3,0
"saniel",1,0,1,1,0
"sanimarcos",1,0,1,1,0
"sanir",1,0,1,1,0
"sanisbete",1,0,1,1,0
"sannio",1,0,1,1,0
"sanoel",1,0,1,1,0
"sanoval",1,0,1,1,0
"sansao",11,0,9,9,0
"sansão",32,0,27,27,0
"sansley",1,0,1,1,0
"sant",4,0,4,4,0
"santarém",1,0,1,1,0
"santclair",4,0,4,4,0
"sante",3,0,3,3,0
"santecler",1,0,1,1,0
"santelino",2,0,2,2,0
"santelmo",15,0,14,14,0
"santeosmar",1,0,1,1,0
"santiclair",1,0,1,1,0
"santidio",1,0,1,1,0
"santídio",1,0,1,1,0
"santiel",1,0,1,1,0
"santil",3,0,3,3,0
"santilho",4,0,4,4,0
"santilino",1,0,1,1,0
"santilio",5,0,5,5,0
"santilo",1,0,1,1,0
"santim",2,0,2,2,0
"santin",8,0,8,8,0
"santinam",1,0,1,1,0
"santinho",11,0,10,10,0
"santino",118,0,112,112,0
"santinon",1,0,1,1,0
"santinone",1,0,1,1,0
"santinor",6,0,6,6,0
"santissimo",1,0,1,1,0
"santo",217,0,212,212,0
"santolino",2,0,2,2,0
"santoro",1,0,1,1,0
"santos",126,0,118,118,0
"santuir",1,0,1,1,0
"santulino",1,0,1,1,0
"santunes",1,0,1,1,0
"santunino",1,0,1,1,0
"sanval",1,0,1,1,0
"sanyo",2,0,2,2,0
"sanzio",18,0,13,13,0
"sãodoval",1,0,1,1,0
"saorjean",1,0,1,1,0
"sapiran",2,0,1,1,0
"sarafago",1,0,1,1,0
"sarail",3,0,3,3,0
"saralvo",1,0,1,1,0
"sarandi",3,0,3,3,0
"sarapiao",2,0,2,2,0
"sarapião",1,0,1,1,0
"saravir",3,0,3,3,0
"sarbelio",1,0,1,1,0
"sardeau",1,0,1,1,0
"sardi",3,0,3,3,0
"sared",2,0,2,2,0
"sargi",1,0,1,1,0
"sario",1,0,1,1,0
"sarkis",2,0,2,2,0
"sarney",4,0,2,2,0
"saron",1,0,1,1,0
"saronides",2,0,2,2,0
"sarquis",2,0,2,2,0
"sartur",1,0,1,1,0
"sarú",1,0,1,1,0
"sasdelli",1,0,1,1,0
"sastine",1,0,1,1,0
"satil",6,0,6,6,0
"satilio",1,0,1,1,0
"satimo",1,0,1,1,0
"satio",7,0,5,5,0
"satiro",18,0,16,16,0
"sátiro",5,0,5,5,0
"satoru",1,0,1,1,0
"satoshi",7,0,7,7,0
"satre",1,0,1,1,0
"saturio",2,0,2,2,0
"saturninho",1,0,1,1,0
"saturno",5,0,4,4,0
"satyro",1,0,1,1,0
"sau",1,0,1,1,0
"saú",1,0,1,1,0
"saudi",7,0,7,7,0
"saudy",1,0,1,1,0
"saul",172,0,163,163,0
"sauli",1,0,1,1,0
"saulino",1,0,1,1,0
"saullo",5,0,5,5,0
"saulmir",1,0,1,1,0
"saulo",710,0,638,638,0
"saulos",4,0,4,4,0
"saurilio",1,0,1,1,0
"sauro",14,0,14,14,0
"sautil",1,0,1,1,0
"savage",1,0,1,1,0
"saverio",8,0,6,6,0
"savério",7,0,2,2,0
"saviano",1,0,1,1,0
"savigny",1,0,1,1,0
"savio",65,0,61,61,0
"sávio",47,0,45,45,0
"savy",1,0,1,1,0
"savyo",1,0,1,1,0
"sayde",1,0,1,1,0
"sayder",2,0,2,2,0
"saylon",1,0,1,1,0
"saymom",1,0,1,1,0
"saymon",3,0,3,3,0
"sbeastiao",1,0,1,1,0
"schamberlaen",3,0,3,3,0
"scharles",3,0,3,3,0
"scharleston",1,0,1,1,0
"scharley",2,0,2,2,0
"scherlys",1,0,1,1,0
"schester",2,0,2,2,0
"scheyvan",2,0,2,2,0
"schimizu",1,0,1,1,0
"schinaiden",1,0,1,1,0
"schinaider",1,0,1,1,0
"schislene",1,0,1,1,0
"schubert",3,0,2,2,0
"scilas",3,0,1,1,0
"sckandar",5,0,5,5,0
"scyllas",1,0,1,1,0
"sdiniz",1,0,1,1,0
"sdniz",1,0,1,1,0
"sean",6,0,6,6,0
"seandro",2,0,2,2,0
"sebaldo",4,0,4,4,0
"sebasatião",1,0,1,1,0
"sebastao",3,0,3,3,0
"sebastão",19,0,19,19,0
"sebastia",1,0,1,1,0
"sebastian",2,0,1,1,0
"sebastiaõ",2,0,2,2,0
"sebastiáo",2,0,2,2,0
"sebastiào",2,0,2,2,0
"sebastiâo",7,0,7,7,0
"sebastiião",1,0,1,1,0
"sebastitao",1,0,1,1,0
"sebastoão",1,0,1,1,0
"sebastuião",1,0,1,1,0
"sebatiao",2,0,2,2,0
"sebatião",17,0,16,16,0
"sebestião",3,0,3,3,0
"sebstião",2,0,2,2,0
"secundino",12,0,12,12,0
"sedbastião",1,0,1,1,0
"sedecias",1,0,1,1,0
"sedemir",1,0,1,1,0
"sedenei",1,0,1,1,0
"sedeni",3,0,3,3,0
"sederomar",1,0,1,1,0
"sedevaldo",1,0,1,1,0
"sedi",1,0,1,1,0
"sedimar",7,0,7,7,0
"sedinei",9,0,8,8,0
"sedineures",1,0,1,1,0
"sedino",1,0,1,1,0
"sedionei",2,0,2,2,0
"sedir",3,0,3,3,0
"sedirlei",2,0,2,2,0
"sedival",1,0,1,1,0
"sedley",1,0,1,1,0
"sedney",2,0,2,2,0
"sedoval",1,0,1,1,0
"sedraque",2,0,2,2,0
"sefraim",2,0,2,2,0
"segefrid",1,0,1,1,0
"seger",3,0,3,3,0
"segiano",1,0,1,1,0
"segio",5,0,4,4,0
