"firstName","total","female","male","totalFound","pr_women"
"rocini",1,0,1,1,0
"rocino",3,0,3,3,0
"rocir",2,0,2,2,0
"rocival",2,0,2,2,0
"rocivaldo",3,0,3,3,0
"rocklander",2,0,2,2,0
"rocklane",2,0,2,2,0
"rockmil",1,0,1,1,0
"rocksilvan",1,0,1,1,0
"rocky",8,0,8,8,0
"rocsandro",1,0,1,1,0
"rocsilvan",1,0,1,1,0
"rocy",1,0,1,1,0
"rocywagner",1,0,1,1,0
"rod",1,0,1,1,0
"rodalbo",1,0,1,1,0
"rodarte",1,0,1,1,0
"rodberg",1,0,1,1,0
"rodeberto",2,0,2,2,0
"rodecio",1,0,1,1,0
"rodecir",2,0,2,2,0
"rodegardo",1,0,1,1,0
"rodelci",2,0,2,2,0
"rodemar",3,0,3,3,0
"rodemberg",1,0,1,1,0
"rodemilson",5,0,5,5,0
"rodemir",6,0,4,4,0
"rodenberg",3,0,3,3,0
"rodeney",1,0,1,1,0
"rodenilson",1,0,1,1,0
"rodenilton",1,0,1,1,0
"roderick",1,0,1,1,0
"roderico",6,0,5,5,0
"rodérico",1,0,1,1,0
"roderjan",2,0,2,2,0
"roderley",2,0,2,2,0
"roderson",2,0,2,2,0
"roderval",1,0,1,1,0
"rodervaldo",3,0,2,2,0
"rodevaldo",4,0,4,4,0
"rodézio",1,0,1,1,0
"rodi",1,0,1,1,0
"rodibios",1,0,1,1,0
"rodicleide",1,0,1,1,0
"rodiclice",1,0,1,1,0
"rodielson",1,0,1,1,0
"rodier",1,0,1,1,0
"rodilson",2,0,2,2,0
"rodimar",8,0,8,8,0
"rodimir",1,0,1,1,0
"rodinaldo",3,0,3,3,0
"rodinan",1,0,1,1,0
"rodine",2,0,2,2,0
"rodinel",1,0,1,1,0
"rodineli",3,0,3,3,0
"rodinelle",2,0,2,2,0
"rodinelson",2,0,2,2,0
"rodinery",3,0,3,3,0
"rodines",2,0,2,2,0
"rodinilson",2,0,2,2,0
"rodio",2,0,2,2,0
"ródio",1,0,1,1,0
"rodionei",1,0,1,1,0
"rodioney",1,0,1,1,0
"rodir",2,0,2,2,0
"rodirlei",1,0,1,1,0
"rodison",4,0,4,4,0
"rodival",3,0,3,3,0
"rodivaldo",8,0,8,8,0
"rodivan",2,0,2,2,0
"rodlon",3,0,3,3,0
"rodmar",1,0,1,1,0
"rodmilson",1,0,1,1,0
"rodnaldo",2,0,2,2,0
"rodnei",53,0,47,47,0
"rodner",1,0,1,1,0
"rodney",59,0,54,54,0
"rôdney",1,0,1,1,0
"rodoaldo",5,0,5,5,0
"rodolf",1,0,1,1,0
"rodolfino",1,0,1,1,0
"rodolfo",458,0,426,426,0
"rodolmildo",2,0,2,2,0
"rodolpho",35,0,30,30,0
"rodolplho",1,0,1,1,0
"rodomilson",2,0,2,2,0
"rodomiro",3,0,3,3,0
"rodopiano",2,0,2,2,0
"rodorval",1,0,1,1,0
"rodoval",5,0,5,5,0
"rodovaldo",1,0,1,1,0
"rodovalho",2,0,2,2,0
"rodovil",1,0,1,1,0
"rodrigos",1,0,1,1,0
"rodrigues",12,0,12,12,0
"rodrigus",1,0,1,1,0
"rodrival",1,0,1,1,0
"rodroaldo",1,0,1,1,0
"rodryell",1,0,1,1,0
"rodrygo",2,0,2,2,0
"rodsalvo",2,0,2,2,0
"rodson",22,0,20,20,0
"roduvaldo",2,0,2,2,0
"rodvan",2,0,2,2,0
"rodwilton",1,0,1,1,0
"rody",1,0,1,1,0
"rodyson",2,0,2,2,0
"roel",5,0,5,5,0
"roeldy",2,0,2,2,0
"roelof",1,0,1,1,0
"rofely",1,0,1,1,0
"rofison",1,0,1,1,0
"rofre",1,0,1,1,0
"rofs",1,0,1,1,0
"rogaciano",24,0,21,21,0
"rogantino",1,0,1,1,0
"rogarciano",1,0,1,1,0
"rogas",1,0,1,1,0
"rogberto",2,0,2,2,0
"roge",3,0,3,3,0
"rogê",3,0,3,3,0
"rogedo",1,0,1,1,0
"rogel",8,0,8,8,0
"rogeldo",1,0,1,1,0
"rogeliano",1,0,1,1,0
"rogelin",1,0,1,1,0
"rogelington",1,0,1,1,0
"rogelio",27,0,26,26,0
"rogélio",16,0,15,15,0
"rogelito",2,0,2,2,0
"rogelo",1,0,1,1,0
"rogelson",3,0,3,3,0
"rogemar",2,0,2,2,0
"rogemberg",7,0,4,4,0
"rogemir",1,0,1,1,0
"rogenaldo",2,0,1,1,0
"rogenilço",1,0,1,1,0
"rogenilson",3,0,3,3,0
"rogenio",3,0,3,3,0
"rogênio",3,0,3,3,0
"rogeon",1,0,1,1,0
"roger",128,0,114,114,0
"rogeres",2,0,2,2,0
"rógeres",2,0,2,2,0
"rogério",1446,0,1316,1316,0
"rógerio",1,0,1,1,0
"rogerito",4,0,4,4,0
"rogerlan",2,0,2,2,0
"rogerlando",1,0,1,1,0
"rogermano",1,0,1,1,0
"rogero",1,0,1,1,0
"rogers",8,0,8,8,0
"rogerson",7,0,7,7,0
"rogert",1,0,1,1,0
"rogerto",1,0,1,1,0
"roges",4,0,4,4,0
"rogester",3,0,3,3,0
"rogeval",1,0,1,1,0
"rogevaldo",3,0,3,3,0
"rogger",2,0,2,2,0
"rogier",2,0,2,2,0
"rogil",1,0,1,1,0
"rogildo",4,0,4,4,0
"rogilmar",5,0,5,5,0
"rogilson",7,0,6,6,0
"rogimo",1,0,1,1,0
"roginaldo",7,0,7,7,0
"roginan",1,0,1,1,0
"roginau",2,0,2,2,0
"rogine",2,0,2,2,0
"rógine",1,0,1,1,0
"rogir",2,0,2,2,0
"rogismar",2,0,2,2,0
"rogiton",1,0,1,1,0
"rogivaldo",3,0,3,3,0
"rogles",1,0,1,1,0
"rogleson",1,0,1,1,0
"rognei",3,0,3,3,0
"rogney",3,0,3,3,0
"rogoberto",2,0,2,2,0
"rogyer",1,0,1,1,0
"roil",2,0,2,2,0
"roildo",1,0,1,1,0
"roílson",1,0,1,1,0
"roilton",1,0,1,1,0
"roine",1,0,1,1,0
"roinoldo",2,0,2,2,0
"roister",1,0,1,1,0
"rojean",1,0,1,1,0
"rojerio",1,0,1,1,0
"rok",1,0,1,1,0
"rolan",3,0,2,2,0
"roland",14,0,11,11,0
"rolando",20,0,18,18,0
"rolangio",2,0,2,2,0
"rolano",3,0,3,3,0
"roldano",1,0,1,1,0
"roldao",15,0,13,13,0
"roldão",47,0,45,45,0
"roldi",3,0,3,3,0
"roldinei",2,0,2,2,0
"roldinely",1,0,1,1,0
"roldozi",1,0,1,1,0
"rolemberg",6,0,6,6,0
"rolembergues",2,0,2,2,0
"rolf",22,0,20,20,0
"rolgaciano",5,0,4,4,0
"rolhemberg",1,0,1,1,0
"roli",1,0,1,1,0
"rolien",3,0,3,3,0
"roliene",1,0,1,1,0
"rolier",2,0,2,2,0
"rolim",3,0,3,3,0
"rolimanes",5,0,4,4,0
"rolimar",1,0,1,1,0
"rolivo",1,0,1,1,0
"rólivo",1,0,1,1,0
"rolivon",1,0,1,1,0
"rolland",1,0,1,1,0
"rollims",2,0,2,2,0
"rolmes",7,0,6,6,0
"rolmey",2,0,2,2,0
"rolph",3,0,3,3,0
"rolphe",3,0,3,3,0
"rolvander",3,0,3,3,0
"rom",1,0,1,1,0
"romacart",1,0,1,1,0
"romacarth",1,0,1,1,0
"romacartt",2,0,2,2,0
"romaci",2,0,2,2,0
"romacir",6,0,6,6,0
"romacyr",1,0,1,1,0
"romagdo",1,0,1,1,0
"romagueiro",2,0,2,2,0
"romair",6,0,6,6,0
"romaldino",1,0,1,1,0
"romaldo",34,0,32,32,0
"romalho",1,0,1,1,0
"romali",2,0,2,2,0
"romalino",10,0,10,10,0
"romalio",4,0,4,4,0
"roman",2,0,2,2,0
"romanelli",1,0,1,1,0
"romanely",2,0,1,1,0
"romanito",1,0,1,1,0
"romano",16,0,16,16,0
"romanodal",1,0,1,1,0
"romanti",2,0,2,2,0
"romantiezer",3,0,3,3,0
"romanzil",1,0,1,1,0
"romao",12,0,12,12,0
"romão",50,0,47,47,0
"romarci",1,0,1,1,0
"romarcio",1,0,1,1,0
"romarco",1,0,1,1,0
"romari",1,0,1,1,0
"romarino",2,0,2,2,0
"romario",163,0,152,152,0
"romário",91,0,86,86,0
"romãrio",1,0,1,1,0
"romaro",6,0,5,5,0
"romary",1,0,1,1,0
"romatis",1,0,1,1,0
"romauro",1,0,1,1,0
"romay",3,0,3,3,0
"romberg",2,0,2,2,0
"romecarlos",2,0,2,2,0
"romecildo",1,0,1,1,0
"romedson",1,0,1,1,0
"rómedson",1,0,1,1,0
"romeilton",2,0,2,2,0
"romeiro",8,0,7,7,0
"romel",8,0,4,4,0
"romélio",2,0,2,2,0
"romeliuto",1,0,1,1,0
"romell",2,0,2,2,0
"romencito",3,0,3,3,0
"romenick",1,0,1,1,0
"romenig",1,0,1,1,0
"romenik",3,0,3,3,0
"romenil",16,0,16,16,0
"romenilde",1,0,1,1,0
"romenildes",2,0,2,2,0
"romenildo",1,0,1,1,0
"romenilson",1,0,1,1,0
"romenio",1,0,1,1,0
"romênio",2,0,2,2,0
"romennigg",1,0,1,1,0
"romeno",2,0,1,1,0
"romeo",13,0,13,13,0
"romer",9,0,8,8,0
"romercio",1,0,1,1,0
"romeres",1,0,1,1,0
"romerês",1,0,1,1,0
"romerio",30,0,30,30,0
"romério",10,0,8,8,0
"romerito",17,0,17,17,0
"romero",196,0,183,183,0
"romerques",1,0,1,1,0
"romerson",5,0,5,5,0
"romerval",1,0,1,1,0
"romes",43,0,43,43,0
"romesdete",1,0,1,1,0
"romeu",524,0,494,494,0
"romicedes",1,0,1,1,0
"romicio",1,0,1,1,0
"romício",1,0,1,1,0
"romiclaudio",1,0,1,1,0
"romiê",2,0,2,2,0
"romil",1,0,1,1,0
"romildo",852,0,811,811,0
"romildon",2,0,2,2,0
"romilio",1,0,1,1,0
"romilso",4,0,4,4,0
"romilson",115,0,112,112,0
"romílson",1,0,1,1,0
"romilto",6,0,6,6,0
"romilton",49,0,42,42,0
"romimeu",1,0,1,1,0
"romin",3,0,3,3,0
"rominho",1,0,1,1,0
"romir",8,0,8,8,0
"romirio",4,0,4,4,0
"romiro",9,0,9,9,0
"romis",5,0,5,5,0
"romisdete",2,0,2,2,0
"romison",3,0,3,3,0
"romissergio",2,0,2,2,0
"romisson",3,0,3,3,0
"rômisson",1,0,1,1,0
"rõmisson",1,0,1,1,0
"romito",3,0,3,3,0
"rommel",18,0,13,13,0
"rommengey",1,0,1,1,0
"rommenggy",1,0,1,1,0
"rommeo",1,0,1,1,0
"romney",5,0,5,5,0
"romoaci",1,0,1,1,0
"romoaldo",27,0,25,25,0
"romolo",5,0,4,4,0
"rômolo",1,0,1,1,0
"romoncito",3,0,3,3,0
"romonoval",4,0,4,4,0
"romorim",1,0,1,1,0
"romuel",1,0,1,1,0
"romullo",2,0,2,2,0
"rômullo",1,0,1,1,0
"romulo",396,0,361,361,0
"rômulo",170,0,141,141,0
"rõmulo",1,0,1,1,0
"romus",3,0,3,3,0
"ron",2,0,2,2,0
"ronã",6,0,6,6,0
"ronacio",1,0,1,1,0
"ronácio",1,0,1,1,0
"ronadil",1,0,1,1,0
"ronai",1,0,1,1,0
"ronaildo",5,0,5,5,0
"ronailson",1,0,1,1,0
"ronaílson",2,0,2,2,0
"ronailton",2,0,2,2,0
"ronair",11,0,11,11,0
"ronalberth",2,0,2,2,0
"ronalce",1,0,1,1,0
"ronalço",5,0,5,5,0
"ronalde",2,0,2,2,0
"rônalde",2,0,2,2,0
"ronaldes",7,0,6,6,0
"ronaldi",6,0,6,6,0
"ronaldir",1,0,1,1,0
"ronaldison",3,0,3,3,0
"ronaldo",4458,0,4107,4107,0
"ronaldson",1,0,1,1,0
"ronaldy",5,0,5,5,0
"ronaleudo",1,0,1,1,0
"ronalso",1,0,1,1,0
"ronalson",3,0,3,3,0
"ronalt",10,0,9,9,0
"rônalt",1,0,1,1,0
"ronalto",4,0,4,4,0
"ronalvo",1,0,1,1,0
"ronam",5,0,5,5,0
"ronan",188,0,183,183,0
"ronanger",1,0,1,1,0
"ronas",1,0,1,1,0
"ronatan",1,0,1,1,0
"ronato",1,0,1,1,0
"ronaudo",1,0,1,1,0
"ronay",2,0,2,2,0
"roncali",1,0,1,1,0
"roncalli",1,0,1,1,0
"roncally",3,0,3,3,0
"roncinel",3,0,3,3,0
"rondemar",2,0,2,2,0
"rondeneris",1,0,1,1,0
"rondeney",1,0,1,1,0
"ronderson",3,0,3,3,0
"rondes",1,0,1,1,0
"rondilene",1,0,1,1,0
"rondilson",2,0,2,2,0
"rondinaldo",1,0,1,1,0
"rondinei",2,0,2,2,0
"rondinel",3,0,3,3,0
"rondinele",19,0,18,18,0
"rondineles",1,0,1,1,0
"rondineli",13,0,13,13,0
"rondinélio",1,0,1,1,0
"rondinelis",1,0,1,1,0
"rondinell",1,0,1,1,0
"rondinelle",9,0,9,9,0
"rondinelli",13,0,12,12,0
"rondinelly",12,0,12,12,0
"rondinely",1,0,1,1,0
"rondinerio",1,0,1,1,0
"rondinério",1,0,1,1,0
"rondiney",2,0,2,2,0
"rondney",3,0,3,3,0
"rondolfo",1,0,1,1,0
"rondomar",3,0,2,2,0
"rondon",29,0,27,27,0
"rondoval",1,0,1,1,0
"rondson",1,0,1,1,0
"rone",56,0,56,56,0
"roneclei",1,0,1,1,0
"roned",2,0,2,2,0
"ronede",1,0,1,1,0
"ronedes",2,0,2,2,0
"ronei",150,0,142,142,0
"roneido",2,0,2,2,0
"roneidy",1,0,1,1,0
"roneifranei",3,0,3,3,0
"roneil",1,0,1,1,0
"roneilce",2,0,2,2,0
"roneildo",6,0,4,4,0
"roneilton",1,0,1,1,0
"roneisandro",1,0,1,1,0
"roneival",1,0,1,1,0
"roneivaldo",1,0,1,1,0
"roneks",1,0,1,1,0
"ronel",1,0,1,1,0
"rônel",1,0,1,1,0
"roneld",2,0,2,2,0
"ronelio",2,0,2,2,0
"ronélio",2,0,2,2,0
"ronelson",4,0,4,4,0
"ronelúcio",1,0,1,1,0
"ronem",2,0,2,2,0
"ronen",2,0,2,2,0
"roner",8,0,6,6,0
"ronerio",7,0,6,6,0
"ronério",2,0,2,2,0
"ronerli",1,0,1,1,0
"roneslei",1,0,1,1,0
"roneudo",1,0,1,1,0
"roneval",1,0,1,1,0
"ronevon",3,0,3,3,0
"rôni",1,0,1,1,0
"roni-von",1,0,1,1,0
"ronialdo",4,0,4,4,0
"roniano",1,0,1,1,0
"ronice",2,0,2,2,0
"rônice",1,0,1,1,0
"ronicharles",2,0,2,2,0
"ronicio",2,0,2,2,0
"roniclei",7,0,7,7,0
"ronicler",1,0,1,1,0
"ronicley",4,0,4,4,0
"ronicleyton",1,0,1,1,0
"ronie",45,0,45,45,0
"roniel",19,0,19,19,0
"ronielder",1,0,1,1,0
"ronieles",1,0,1,1,0
"ronieli",2,0,2,2,0
"ronielly",2,0,2,2,0
"ronielso",1,0,1,1,0
"ronielson",3,0,3,3,0
"ronielton",2,0,2,2,0
"ronier",4,0,3,3,0
"roniere",8,0,8,8,0
"ronieri",1,0,1,1,0
"ronierio",2,0,2,2,0
"roniério",1,0,1,1,0
"roniery",5,0,5,5,0
"ronievon",4,0,4,4,0
"ronigles",3,0,3,3,0
"ronil",1,0,1,1,0
"ronilan",2,0,2,2,0
"ronilço",2,0,1,1,0
"ronildes",1,0,1,1,0
"ronildo",247,0,237,237,0
"ronilei",1,0,1,1,0
"ronilso",1,0,1,1,0
"ronilson",146,0,140,140,0
"ronilsteu",1,0,1,1,0
"ronilto",11,0,11,11,0
"ronilton",39,0,29,29,0
"ronilzo",1,0,1,1,0
"ronimar",3,0,3,3,0
"ronimaranho",1,0,1,1,0
"ronimarcio",1,0,1,1,0
"ronio",6,0,6,6,0
"rônio",1,0,1,1,0
"ronir",3,0,3,3,0
"ronirei",1,0,1,1,0
"roniscleide",1,0,1,1,0
"ronislei",1,0,1,1,0
"ronismar",5,0,4,4,0
"ronison",12,0,10,10,0
"ronisson",2,0,2,2,0
"ronisvaldo",2,0,2,2,0
"ronisvon",1,0,1,1,0
"ronito",5,0,5,5,0
"roniton",1,0,1,1,0
"ronival",17,0,17,17,0
"ronivaldo",149,0,142,142,0
"ronivalter",1,0,1,1,0
"ronivam",2,0,2,2,0
"ronivan",13,0,13,13,0
"ronivao",1,0,1,1,0
"ronivão",1,0,1,1,0
"ronivo",1,0,1,1,0
"ronivom",1,0,1,1,0
"roniwan",1,0,1,1,0
"roniy",1,0,1,1,0
"ronizio",1,0,1,1,0
"ronmicy",3,0,3,3,0
"ronmulo",1,0,1,1,0
"ronnald",2,0,1,1,0
"ronnan",2,0,2,2,0
"ronnay",1,0,1,1,0
"ronne",15,0,14,14,0
"ronnei",1,0,1,1,0
"ronner",1,0,1,1,0
"ronney",18,0,17,17,0
"ronni",7,0,6,6,0
"ronnideber",2,0,2,2,0
"ronnie",60,0,58,58,0
"ronniê",1,0,1,1,0
"ronnier",4,0,4,4,0
"ronniery",1,0,1,1,0
"ronniex",1,0,1,1,0
"ronnilson",3,0,3,3,0
"ronnis",1,0,1,1,0
"ronnivom",2,0,2,2,0
"ronnyclay",1,0,1,1,0
"ronnye",1,0,1,1,0
"ronnyê",1,0,1,1,0
"ronnyelson",1,0,1,1,0
"ronnyson",2,0,2,2,0
"ronoaldo",2,0,2,2,0
"ronodes",3,0,3,3,0
"ronoel",4,0,4,4,0
"ronoilis",2,0,2,2,0
"ronsani",1,0,1,1,0
"ronye",1,0,1,1,0
"ronyele",1,0,1,1,0
"ronyeli",1,0,1,1,0
"ronyeri",2,0,2,2,0
"ronyerveson",1,0,1,1,0
"ronyheliton",1,0,1,1,0
"ronyklesio",3,0,3,3,0
"ronymar",1,0,1,1,0
"ronys",2,0,2,2,0
"ronyvon",1,0,1,1,0
"roobertchay",1,0,1,1,0
"roody",1,0,1,1,0
"roolzyvelt",1,0,1,1,0
"rooney",3,0,2,2,0
"rooseline",4,0,4,4,0
"rooselvelt",1,0,1,1,0
"roosevaldo",1,0,1,1,0
"roosevargas",2,0,2,2,0
"roosevel",2,0,2,2,0
"roosevelt",117,0,91,91,0
"roosevelte",2,0,2,2,0
"roosevelth",1,0,1,1,0
"rooseveltt",1,0,1,1,0
"roosevert",1,0,1,1,0
"roosewelt",4,0,4,4,0
"rooshivelt",1,0,1,1,0
"roosivel",1,0,1,1,0
"roosivelt",4,0,4,4,0
"roosivelth",6,0,6,6,0
"roosivett",1,0,1,1,0
"rooswel",1,0,1,1,0
"rooswelt",2,0,2,2,0
"roozefilds",1,0,1,1,0
"roozevelt",2,0,2,2,0
"roozivelte",1,0,1,1,0
"ropson",4,0,4,4,0
"roque",1271,0,1212,1212,0
"roquebaldo",1,0,1,1,0
"roquelande",1,0,1,1,0
"roquelando",3,0,3,3,0
"roquelane",1,0,1,1,0
"roquelino",5,0,5,5,0
"roquemar",1,0,1,1,0
"roquemario",2,0,2,2,0
"roquenildo",2,0,2,2,0
"roques",2,0,2,2,0
"roquevam",3,0,1,1,0
"roquilanio",1,0,1,1,0
"roquiran",1,0,1,1,0
"rordao",1,0,1,1,0
"rordão",1,0,1,1,0
"roriam",1,0,1,1,0
"rorilandio",2,0,2,2,0
"rorildo",2,0,1,1,0
"rorinaldo",1,0,1,1,0
"rorio",1,0,1,1,0
"rorivando",2,0,2,2,0
"roriz",1,0,1,1,0
"rosabis",1,0,1,1,0
"rosadir",1,0,1,1,0
"rosagelo",1,0,1,1,0
"rosaido",1,0,1,1,0
"rosaildo",2,0,2,2,0
"rosair",7,0,7,7,0
"rosalco",3,0,3,3,0
"rosaldi",1,0,1,1,0
"rosaldino",2,0,2,2,0
"rosaldo",39,0,36,36,0
"rosalem",2,0,2,2,0
"rosalias",1,0,1,1,0
"rosalino",113,0,111,111,0
"rosalio",6,0,6,6,0
"rosálio",4,0,4,4,0
"rosalito",2,0,2,2,0
"rosalmir",2,0,2,2,0
"rosalmo",2,0,2,2,0
"rosalvaro",5,0,5,5,0
"rosálvaro",1,0,1,1,0
"rosalve",7,0,7,7,0
"rosalves",4,0,4,4,0
"rosalvino",4,0,4,4,0
"rosalvo",253,0,243,243,0
"rosalvy",1,0,1,1,0
"rosan",5,0,5,5,0
"rosandro",3,0,3,3,0
"rosangelo",11,0,11,11,0
"rosângelo",2,0,2,2,0
"rosanho",2,0,2,2,0
"rosanio",5,0,5,5,0
"rosanjo",2,0,2,2,0
"rosano",22,0,21,21,0
"rosari",1,0,1,1,0
"rosaumir",1,0,1,1,0
"rosaurino",1,0,1,1,0
"rosauro",4,0,4,4,0
"rosban",2,0,1,1,0
"rosberi",1,0,1,1,0
"roscalino",1,0,1,1,0
"rosclin",1,0,1,1,0
"rosdaer",1,0,1,1,0
"rosdaniel",1,0,1,1,0
"rose-marx",3,0,2,2,0
"roseano",1,0,1,1,0
"rosébio",1,0,1,1,0
"rosecleyton",1,0,1,1,0
"rosedilson",2,0,2,2,0
"roseene",1,0,1,1,0
"roseil",1,0,1,1,0
"roseildo",2,0,2,2,0
"roseilton",3,0,3,3,0
"roseival",1,0,1,1,0
"roselanio",1,0,1,1,0
"roselânio",1,0,1,1,0
"roselanjo",2,0,2,2,0
"roseldo",1,0,1,1,0
"roselé",1,0,1,1,0
"roseleno",4,0,4,4,0
"roseleu",1,0,1,1,0
"roselilson",3,0,3,3,0
"roselino",5,0,5,5,0
"roselio",19,0,19,19,0
"rosélio",8,0,8,8,0
"roselito",17,0,16,16,0
"roselmar",1,0,1,1,0
"roselmiro",2,0,2,2,0
"roselmo",1,0,1,1,0
"roselson",1,0,1,1,0
"roselverio",2,0,2,2,0
"roselyo",1,0,1,1,0
"rosemario",7,0,5,5,0
"rosemário",4,0,4,4,0
"rosemaro",1,0,1,1,0
"rosemauro",3,0,3,3,0
"rosemberg",66,0,59,59,0
"rosembergue",4,0,4,4,0
"rosembergues",1,0,1,1,0
"rosemburgo",6,0,3,3,0
"rosemil",1,0,1,1,0
"rosemildo",3,0,3,3,0
"rosemilson",10,0,9,9,0
"rosemilton",2,0,2,2,0
"rosemiro",46,0,44,44,0
"rosemy",3,0,3,3,0
"rosenal",1,0,1,1,0
"rosenaldo",13,0,13,13,0
"rosenberg",5,0,5,5,0
"rosenbergue",1,0,1,1,0
"rosendi",1,0,1,1,0
"rosendo",49,0,48,48,0
"rosenidi",1,0,1,1,0
"rosenildo",100,0,97,97,0
"rosenilson",6,0,5,5,0
"rosenilton",16,0,16,16,0
"rosenio",3,0,3,3,0
"roseno",43,0,43,43,0
"rosentino",2,0,2,2,0
"rosenval",3,0,2,2,0
"rosenvaldo",13,0,11,11,0
"rosenvert",2,0,2,2,0
"rosenwal",3,0,2,2,0
"rosenwaldo",1,0,1,1,0
"roseo",1,0,1,1,0
"roseraldo",1,0,1,1,0
"roseri",1,0,1,1,0
"roserio",1,0,1,1,0
"rosério",2,0,1,1,0
"roserval",2,0,2,2,0
"roseval",23,0,22,22,0
"rosevaldo",58,0,57,57,0
"rosevalter",1,0,1,1,0
"rosevam",1,0,1,1,0
"rosevan",2,0,2,2,0
"rosevelte",3,0,2,2,0
"rosevelto",1,0,1,1,0
"roseverte",4,0,4,4,0
"rosewelt",1,0,1,1,0
"rosiano",1,0,1,1,0
"rosibal",4,0,4,4,0
"rosibergue",5,0,5,5,0
"rosiclan",1,0,1,1,0
"rosicle",2,0,2,2,0
"rosicleber",1,0,1,1,0
"rosiclemilton",1,0,1,1,0
"rosicleto",1,0,1,1,0
"rosico",1,0,1,1,0
"rosidilson",2,0,2,2,0
"rosiede",1,0,1,1,0
"rosiel",36,0,36,36,0
"rosielson",1,0,1,1,0
"rosil",10,0,9,9,0
"rosildo",67,0,64,64,0
"rosileno",3,0,3,3,0
"rosilmar",5,0,5,5,0
"rosilon",2,0,2,2,0
"rosiltonio",2,0,2,2,0
"rosilvado",2,0,2,2,0
"rosilvaldo",3,0,3,3,0
"rosiman",3,0,3,3,0
"rosimario",8,0,7,7,0
"rosimário",2,0,2,2,0
"rosimberg",2,0,2,2,0
"rosimerio",2,0,2,2,0
"rosimério",1,0,1,1,0
"rosimilson",3,0,3,3,0
"rosimilton",2,0,2,2,0
"rosimiro",7,0,7,7,0
"rosimon",2,0,2,2,0
"rosimundo",2,0,2,2,0
"rosinaldo",151,0,145,145,0
"rosinalte",1,0,1,1,0
"rosinario",1,0,1,1,0
"rosindo",3,0,3,3,0
"rosineuder",1,0,1,1,0
"rosinildo",4,0,4,4,0
"rosino",8,0,8,8,0
"rosio",2,0,2,2,0
"rosiofredson",3,0,3,3,0
"rosiomar",1,0,1,1,0
"rosirlan",1,0,1,1,0
"rosisney",1,0,1,1,0
"rosito",1,0,1,1,0
"rosival",86,0,83,83,0
"rosivalder",2,0,2,2,0
"rosivam",5,0,5,5,0
"rosivando",2,0,2,2,0
"rosivanio",2,0,2,2,0
"rosivânio",1,0,1,1,0
"rosivar",1,0,1,1,0
"rosivelte",1,0,1,1,0
"rosivelto",1,0,1,1,0
"rosivelton",1,0,1,1,0
"rosivlado",1,0,1,1,0
"rosivon",1,0,1,1,0
"roslavio",1,0,1,1,0
"roslindo",2,0,2,2,0
"rosmael",3,0,3,3,0
"rosmaldo",2,0,2,2,0
"rosmar",7,0,6,6,0
"rosmen",4,0,4,4,0
"rosmino",5,0,5,5,0
"rosnaldo",4,0,4,4,0
"rosney",2,0,2,2,0
"rosni",4,0,4,4,0
"rosnilton",3,0,3,3,0
"roso",1,0,1,1,0
"rosoilson",1,0,1,1,0
"rosolindo",1,0,1,1,0
"rosolino",1,0,1,1,0
"rosonilson",1,0,1,1,0
"rosonir",3,0,3,3,0
"rossandro",2,0,2,2,0
"rossano",25,0,24,24,0
"rosseline",1,0,1,1,0
"rosselio",2,0,2,2,0
"rosseo",1,0,1,1,0
"rossialdo",2,0,2,2,0
"rossiclay",1,0,1,1,0
"rossiele",1,0,1,1,0
"rossil",1,0,1,1,0
"rossildo",1,0,1,1,0
"rossimar",1,0,1,1,0
"rossinaldo",1,0,1,1,0
"rossine",13,0,13,13,0
"rossinei",3,0,3,3,0
"rossini",14,0,14,14,0
"rossiny",6,0,6,6,0
"rossirio",1,0,1,1,0
"rossival",1,0,1,1,0
"rossivaldo",1,0,1,1,0
"rossolano",1,0,1,1,0
"rossone",1,0,1,1,0
"rossoni",6,0,5,5,0
"rossy",2,0,2,2,0
"rostaing",1,0,1,1,0
"rostand",8,0,8,8,0
"roster",1,0,1,1,0
"rosthand",1,0,1,1,0
"rostil",2,0,2,2,0
"roston",1,0,1,1,0
"rosval",1,0,1,1,0
"rosvaldo",8,0,8,8,0
"rosvan",1,0,1,1,0
"rosvel",1,0,1,1,0
"rosycleiton",1,0,1,1,0
"rosymar",4,0,4,4,0
"rotemberg",1,0,1,1,0
"rotichildes",1,0,1,1,0
"rotildo",2,0,2,2,0
"rotilio",1,0,1,1,0
"rotschild",2,0,2,2,0
"roubert",1,0,1,1,0
"roubeval",1,0,1,1,0
"rouderlei",2,0,2,2,0
"roudillys",1,0,1,1,0
"roudinelio",2,0,2,2,0
"roudinelli",1,0,1,1,0
"roudison",1,0,1,1,0
"rouget",1,0,1,1,0
"rouglan",1,0,1,1,0
"roulian",3,0,2,2,0
"roulien",2,0,2,2,0
"rounaldo",1,0,1,1,0
"rouscelino",1,0,1,1,0
"rouselan",1,0,1,1,0
"roussean",1,0,1,1,0
"rousseau",3,0,3,3,0
"roustaing",2,0,2,2,0
"rousymar",2,0,2,2,0
"rouzenildo",1,0,1,1,0
"rouzitown",1,0,1,1,0
"rovald",1,0,1,1,0
"rovaldo",2,0,2,2,0
"rovam",1,0,1,1,0
"rovan",2,0,2,2,0
"rovandro",1,0,1,1,0
"rovanir",5,0,5,5,0
"rovenus",1,0,1,1,0
"rover",2,0,2,2,0
"roverson",1,0,1,1,0
